Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,17,01/03/2018 09:49:34,285,1,1,34,66,34,34,34,0,66,66,66,0,350877.193,7017.54386,285,0,285,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3508.77193,3508.77193,34,66,44.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,67,34,66,0,0,0,0,0,0,1,34,1,66,-1,-1,0,8,0,0,0,0,0,0,0,0,MQTT Exploits
53,17,01/03/2018 08:21:10,403,1,1,41,57,41,41,41,0,57,57,57,0,243176.1787,4962.779156,403,0,403,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2481.389578,2481.389578,41,57,46.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,69.5,41,57,0,0,0,0,0,0,1,41,1,57,-1,-1,0,8,0,0,0,0,0,0,0,0,DNS Abuse
53,17,01/03/2018 01:55:52,338,1,1,40,136,40,40,40,0,136,136,136,0,520710.0592,5917.159763,338,0,338,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2958.579882,2958.579882,40,136,72,55.42562584,3072,0,0,0,0,0,0,0,0,1,108,40,136,0,0,0,0,0,0,1,40,1,136,-1,-1,0,8,0,0,0,0,0,0,0,0,Buffer Overflow
443,6,01/03/2018 09:18:12,116964896,29,33,1373,25135,558,0,47.34482759,134.5060476,1460,0,761.6666667,702.1721062,226.6320999,0.53007357,1917457.311,3886058.188,10000000,0,117000000,4177317.714,4892061.268,10000000,10,112000000,3489590.188,4814293.997,10000000,0,0,0,0,0,592,804,0.247937638,0.282135932,0,1460,420.7619048,626.5622208,392580.2166,0,0,1,1,0,0,0,1,1,427.5483871,47.34482759,761.6666667,0,0,0,0,0,0,29,1373,33,25135,8192,1015,16,20,136392.5833,400062.6143,1406762,20875,9610681.083,1364792.495,10000000,5277230,MQTT Exploits
443,6,01/03/2018 08:21:22,60891262,12,12,292,420,235,0,24.33333333,67.90813759,244,0,35,77.94053677,11.69297493,0.394145222,2647446.174,4517655.724,10200000,15,60900000,5535569.273,5237669.448,10200000,179,60900000,5534497.727,5276965.138,10200000,74,0,0,0,0,252,244,0.197072611,0.197072611,0,244,28.48,70.43798691,4961.51,0,0,1,1,0,0,0,1,1,29.66666667,24.33333333,35,0,0,0,0,0,0,12,292,12,420,8192,51100,8,20,47788.66667,88439.50917,228315,11584,10100000,118975.2199,10200000,9859147,MitM
53,17,01/03/2018 02:50:21,3077648,4,4,160,556,40,40,40,0,139,139,139,0,232.6451888,2.599387584,439664,789522.3208,2010939,124,3077043,1025681,984863.1714,2011420,41696,3036076,1012025.333,1005561.512,2011544,528,0,0,0,0,32,32,1.299693792,1.299693792,40,139,84,52.17758139,2722.5,0,0,0,0,0,0,0,0,1,94.5,40,139,0,0,0,0,0,0,4,160,4,556,-1,-1,3,8,0,0,0,0,0,0,0,0,Volumetric Flooding
53,17,01/03/2018 10:26:16,242,1,1,38,54,38,38,38,0,54,54,54,0,380165.2893,8264.46281,242,0,242,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4132.231405,4132.231405,38,54,43.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,65,38,54,0,0,0,0,0,0,1,38,1,54,-1,-1,0,8,0,0,0,0,0,0,0,0,DNS Abuse
445,6,01/03/2018 01:27:53,953417,5,4,373,172,140,0,74.6,70.28371077,133,0,43,62.75348596,571.6281543,9.439730989,119177.125,142998.5204,290199,3,953370,238342.5,163903.9335,374657,3,953370,317790,51996.62717,377763,285338,0,0,0,0,108,88,5.244294994,4.195435995,0,140,54.5,64.19804428,4121.388889,0,0,0,1,0,0,0,0,0,60.55555556,74.6,43,0,0,0,0,0,0,5,373,4,172,8192,0,3,20,0,0,0,0,0,0,0,0,Benign
80,6,01/03/2018 02:59:58,16224062,5,5,495,193,494,0,99,220.8121373,193,0,38.6,86.31222393,42.40614958,0.616368453,1802673.556,3585248.948,9897863,0,10300000,2566705,4888452.765,9897863,2139,16100000,4025833.5,4902134.374,10100000,0,0,0,0,0,112,124,0.308184227,0.308184227,0,494,62.54545455,154.3550217,23825.47273,0,0,1,1,0,0,0,1,1,68.8,99,38.6,0,0,0,0,0,0,5,495,5,193,8192,110,2,20,368957,0,368957,368957,9897863,0,9897863,9897863,Volumetric Flooding
53,17,01/03/2018 04:44:58,286,1,1,44,92,44,44,44,0,92,92,92,0,475524.4755,6993.006993,286,0,286,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3496.503497,3496.503497,44,92,60,27.71281292,768,0,0,0,0,0,0,0,0,1,90,44,92,0,0,0,0,0,0,1,44,1,92,-1,-1,0,8,0,0,0,0,0,0,0,0,C2
53,17,01/03/2018 03:33:42,331,1,1,41,57,41,41,41,0,57,57,57,0,296072.5076,6042.296073,331,0,331,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3021.148036,3021.148036,41,57,46.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,69.5,41,57,0,0,0,0,0,0,1,41,1,57,-1,-1,0,8,0,0,0,0,0,0,0,0,TLS Anomalies
67,17,01/03/2018 03:16:39,584,1,1,315,302,315,315,315,0,302,302,302,0,1056506.849,3424.657534,584,0,584,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1712.328767,1712.328767,302,315,310.6666667,7.505553499,56.33333333,0,0,0,0,0,0,0,0,1,466,315,302,0,0,0,0,0,0,1,315,1,302,-1,-1,0,8,0,0,0,0,0,0,0,0,Credential Attacks
80,6,01/03/2018 02:52:53,6026214,3,1,0,0,0,0,0,0,0,0,0,0,0,0.66376667,2008738,3447409.393,5989407,39,6026214,3013107,4209123.826,5989407,36807,0,0,0,0,0,0,0,0,0,72,32,0.497825003,0.165941668,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0,0,0,0,0,0,0,0,C2
53,17,01/03/2018 01:53:37,420,1,1,36,52,36,36,36,0,52,52,52,0,209523.8095,4761.904762,420,0,420,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2380.952381,2380.952381,36,52,41.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,62,36,52,0,0,0,0,0,0,1,36,1,52,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 04:43:44,78607,2,2,94,306,47,47,47,0,153,153,153,0,5088.60534,50.8860534,26202.33333,22707.88467,40178,1,38428,38428,0,38428,38428,1,1,0,1,1,0,0,0,0,16,16,25.4430267,25.4430267,47,153,89.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,111.75,47,153,0,0,0,0,0,0,2,94,2,306,-1,-1,1,8,0,0,0,0,0,0,0,0,DNS Abuse
53,17,01/03/2018 01:15:22,1359,1,1,41,127,41,41,41,0,127,127,127,0,123620.3091,1471.670346,1359,0,1359,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,735.8351729,735.8351729,41,127,69.66666667,49.65212315,2465.333333,0,0,0,0,0,0,0,0,1,104.5,41,127,0,0,0,0,0,0,1,41,1,127,-1,-1,0,8,0,0,0,0,0,0,0,0,C2
53,17,01/03/2018 01:15:21,1064,1,1,45,106,45,45,45,0,106,106,106,0,141917.2932,1879.699248,1064,0,1064,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,939.8496241,939.8496241,45,106,65.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,98,45,106,0,0,0,0,0,0,1,45,1,106,-1,-1,0,8,0,0,0,0,0,0,0,0,Ransomware
51804,6,01/03/2018 01:45:54,31203,2,1,38,0,38,0,19,26.87005769,0,0,0,0,1217.831619,96.14460148,15601.5,22045.46812,31190,13,31203,31203,0,31203,31203,0,0,0,0,0,1,0,0,0,40,20,64.09640099,32.04820049,0,38,19,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19,0,0,0,0,0,0,0,2,38,1,0,123,0,0,20,0,0,0,0,0,0,0,0,ARP Poisoning
53,17,01/03/2018 02:14:48,1103,1,1,29,266,29,29,29,0,266,266,266,0,267452.4025,1813.236627,1103,0,1103,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,906.6183137,906.6183137,29,266,108,136.8320138,18723,0,0,0,0,0,0,0,0,1,162,29,266,0,0,0,0,0,0,1,29,1,266,-1,-1,0,8,0,0,0,0,0,0,0,0,TLS Anomalies
53,17,01/03/2018 09:57:24,384,1,1,51,67,51,51,51,0,67,67,67,0,307291.6667,5208.333333,384,0,384,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2604.166667,2604.166667,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51,67,0,0,0,0,0,0,1,51,1,67,-1,-1,0,8,0,0,0,0,0,0,0,0,Volumetric Flooding
80,6,01/03/2018 01:42:05,412,2,0,0,0,0,0,0,0,0,0,0,0,0,4854.368932,412,0,412,412,412,412,0,412,412,0,0,0,0,0,0,0,0,0,40,0,4854.368932,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,Buffer Overflow
0,0,01/03/2018 08:48:40,62013129,3,0,0,0,0,0,0,0,0,0,0,0,0,0.048376853,31000000,42400000,61000000,999948,62000000,31000000,42400000,61000000,999948,0,0,0,0,0,0,0,0,0,0,0,0.048376853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,ARP Poisoning
51873,6,01/03/2018 02:29:26,0,2,0,0,0,0,0,0,0,0,0,0,0,,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,181,-1,0,20,0,0,0,0,0,0,0,0,Evasion
3389,6,01/03/2018 03:00:59,16746894,9,10,1333,2754,661,0,148.1111111,209.3349257,1173,0,275.4,481.2560418,244.045254,1.134538739,930383,3277681.431,14000000,2,16700000,2093361.75,4943399.181,14300000,2,16500000,1837737,4581010.697,14000000,45968,0,0,0,0,192,224,0.537413087,0.597125652,0,1173,204.35,366.7596768,134512.6605,0,0,0,1,0,0,0,0,1,215.1052632,148.1111111,275.4,0,0,0,0,0,0,9,1333,10,2754,8192,62872,6,20,244817,0,244817,244817,14000000,0,14000000,14000000,Tunneling
67,17,01/03/2018 03:25:23,92701629,9,0,2700,0,300,300,300,0,0,0,0,0,29.12570177,0.097085673,11600000,9198605.795,31400000,4718252,92700000,11600000,9198605.795,31400000,4718252,0,0,0,0,0,0,0,0,0,72,0,0.097085673,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,333.3333333,300,0,0,0,0,0,0,0,9,2700,0,0,-1,-1,8,8,7342951.5,3359074.702,9718176,4967727,15600000,9711710.563,31400000,7499936,Reconnaissance
3389,6,01/03/2018 02:22:30,1401031,8,7,1132,1581,661,0,141.5,222.7920235,1173,0,225.8571429,430.0986044,1936.4311,10.70640121,100073.6429,252041.8525,969298,43,1401031,200147.2857,385459.1939,1072507,43,1336990,222831.6667,365989.8268,969298,63971,0,0,0,0,168,148,5.710080648,4.996320567,0,1173,169.5625,317.7627981,100973.1958,0,0,0,1,0,0,0,0,0,180.8666667,141.5,225.8571429,0,0,0,0,0,0,8,1132,7,1581,8192,62868,5,20,0,0,0,0,0,0,0,0,ARP Poisoning
50631,6,01/03/2018 09:45:53,62,2,0,0,0,0,0,0,0,0,0,0,0,0,32258.06452,62,0,62,62,62,62,0,62,62,0,0,0,0,0,0,0,0,0,40,0,32258.06452,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,131,-1,0,20,0,0,0,0,0,0,0,0,Ransomware
80,6,01/03/2018 01:35:06,118950050,17,16,597,768,293,0,35.11764706,97.06433585,384,0,48,131.1609698,11.47540501,0.277427374,3717189.063,4858581.286,10000000,18,119000000,7433310.125,4421587.236,10000000,142,119000000,7928865.867,4117346.264,10000000,170,0,0,0,0,352,464,0.142917132,0.134510242,0,384,40.14705882,111.7112437,12479.40196,0,0,1,1,0,0,0,1,0,41.36363636,35.11764706,48,0,0,0,0,0,0,17,597,16,768,8192,980,13,20,28351.08333,26436.35799,92068,17005,9882729.083,416587.9797,10000000,8561994,Tunneling
443,6,01/03/2018 11:10:10,117709415,16,15,1113,3890,463,0,69.5625,122.8364597,1430,0,259.3333333,416.6143586,42.50297226,0.263360412,3923647.167,14800000,58500000,1,118000000,7847294.333,20500000,58500000,27,117000000,8389974.143,21200000,58700000,1,0,0,0,0,332,312,0.135927954,0.127432457,0,1430,156.34375,309.0213073,95494.16835,0,0,1,1,0,0,0,1,0,161.3870968,69.5625,259.3333333,0,0,0,0,0,0,16,1113,15,3890,8192,180,8,20,455961,357916.2394,709046,202876,58300000,251757.5913,58500000,58100000,Reconnaissance
3389,6,01/03/2018 11:35:24,2633124,8,11,1148,1581,677,0,143.5,228.1296624,1173,0,143.7272727,352.1017157,1036.411502,7.215763481,146284.6667,260181.5934,1032127,2,2633124,376160.5714,441139.1512,1224243,2,2570309,257030.9,317486.2807,1032127,93317,0,0,0,0,168,228,3.038216203,4.177547278,0,1173,136.45,292.3279476,85455.62895,0,0,0,1,0,0,0,0,1,143.6315789,143.5,143.7272727,0,0,0,0,0,0,8,1148,11,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Reconnaissance
53,17,01/03/2018 02:34:18,308,1,1,40,56,40,40,40,0,56,56,56,0,311688.3117,6493.506494,308,0,308,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3246.753247,3246.753247,40,56,45.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,68,40,56,0,0,0,0,0,0,1,40,1,56,-1,-1,0,8,0,0,0,0,0,0,0,0,ARP Poisoning
443,6,01/03/2018 02:54:06,65055673,12,13,1127,618,839,0,93.91666667,243.8414009,446,0,47.53846154,125.9560872,26.82317959,0.38428624,2710653.042,4428382.203,10200000,1,60600000,5511608.182,5238386.353,10200000,102,65000000,5418241.833,5037942.859,10200000,1,0,0,0,0,252,268,0.184457395,0.199828845,0,839,67.11538462,185.7450569,34501.22615,0,0,1,1,0,0,0,1,1,69.8,93.91666667,47.53846154,0,0,0,0,0,0,12,1127,13,618,8192,58,9,20,40731.16667,82285.35399,206000,301,10100000,110791.8719,10200000,9899743,Evasion
443,6,01/03/2018 01:57:30,112539821,8,5,864,1039,288,0,108,149.0541608,325,32,207.8,160.4827093,16.90957017,0.115514667,9378318.417,15100000,40300000,11813,113000000,16100000,17100000,40300000,73929,112000000,28100000,11800000,40300000,12100000,1,0,0,0,160,100,0.071085949,0.044428718,0,325,156.5,153.8749492,23677.5,0,1,0,0,1,0,0,0,0,168.5384615,108,207.8,0,0,0,0,0,0,8,864,5,1039,253,262,2,20,71250.25,8458.328376,77086,58712,28000000,11800000,40300000,12100000,DNS Abuse
443,6,01/03/2018 01:27:10,202,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,381188.1188,14851.48515,101,118.7939392,185,17,202,101,118.7939392,185,17,0,0,0,0,0,1,0,0,0,60,0,14851.48515,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,Application-layer
50668,6,01/03/2018 10:11:02,15304,42,1,57124,0,1460,353,1360.095238,312.1858272,0,0,0,0,3732618.923,2809.722948,364.3809524,1558.291966,10057,0,15304,373.2682927,1576.585996,10057,0,0,0,0,0,0,0,0,0,0,840,20,2744.380554,65.34239415,0,1460,1331.454545,367.8854381,135339.6956,0,0,0,0,1,0,0,0,0,1362.418605,1360.095238,0,0,0,0,0,0,0,42,57124,1,0,1013,0,41,20,0,0,0,0,0,0,0,0,Buffer Overflow
53,17,01/03/2018 02:23:51,1036,1,1,61,138,61,61,61,0,138,138,138,0,192084.9421,1930.501931,1036,0,1036,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,965.2509653,965.2509653,61,138,86.66666667,44.45597073,1976.333333,0,0,0,0,0,0,0,0,1,130,61,138,0,0,0,0,0,0,1,61,1,138,-1,-1,0,8,0,0,0,0,0,0,0,0,Credential Attacks
49802,6,01/03/2018 08:29:23,18,1,1,0,0,0,0,0,0,0,0,0,0,0,111111.1111,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,55555.55556,55555.55556,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,182,257,0,20,0,0,0,0,0,0,0,0,MQTT Exploits
80,6,01/03/2018 02:23:49,23876,3,5,427,2266,427,0,142.3333333,246.5285649,1460,0,453.2,662.2470838,112791.0873,335.0644999,3410.857143,5563.537407,11613,0,11812,5906,7919.595949,11506,306,12387,3096.75,5896.641834,11936,0,0,0,0,0,72,104,125.6491875,209.4153124,0,1460,299.2222222,519.3456888,269719.9444,0,0,1,1,0,0,0,1,1,336.625,142.3333333,453.2,0,0,0,0,0,0,3,427,5,2266,8192,30016,1,20,0,0,0,0,0,0,0,0,Buffer Overflow
80,6,01/03/2018 02:28:17,33791182,8,9,864,3927,431,0,108,199.3604059,1460,0,436.3333333,618.1367163,141.7825514,0.50308983,2111948.875,3991522.851,10100000,1,24100000,3440033.714,4733221.062,10100000,192,33800000,4220063.875,4918651.833,10100000,1,0,0,0,0,172,216,0.236748155,0.266341675,0,1460,266.1666667,476.9106773,227443.7941,0,0,1,1,0,0,0,1,1,281.8235294,108,436.3333333,0,0,0,0,0,0,8,864,9,3927,8192,980,4,20,1999786.5,2784756.917,3968907,30666,10000000,40642.37646,10100000,10000000,MQTT Exploits
53,17,01/03/2018 03:25:33,262,1,1,35,67,35,35,35,0,67,67,67,0,389312.9771,7633.587786,262,0,262,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3816.793893,3816.793893,35,67,45.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,68.5,35,67,0,0,0,0,0,0,1,35,1,67,-1,-1,0,8,0,0,0,0,0,0,0,0,Evasion
5355,17,01/03/2018 10:16:27,421697,2,0,66,0,33,33,33,0,0,0,0,0,156.5104803,4.742741826,421697,0,421697,421697,421697,421697,0,421697,421697,0,0,0,0,0,0,0,0,0,16,0,4.742741826,0,33,33,33,0,0,0,0,0,0,0,0,0,0,0,49.5,33,0,0,0,0,0,0,0,2,66,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,ARP Poisoning
3389,6,01/03/2018 11:21:17,1391891,8,7,1148,1581,677,0,143.5,228.1296624,1173,0,225.8571429,430.0986044,1960.642033,10.77670593,99420.78571,252288.7844,969676,4,1391891,198841.5714,383319.5966,1066378,4,1328413,221402.1667,366782.4424,969676,64734,0,0,0,0,168,148,5.747576498,5.029129436,0,1173,170.5625,319.4332416,102037.5958,0,0,0,1,0,0,0,0,0,181.9333333,143.5,225.8571429,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Tunneling
53,17,01/03/2018 10:46:23,411,1,1,44,60,44,44,44,0,60,60,60,0,253041.3625,4866.180049,411,0,411,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2433.090024,2433.090024,44,60,49.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,74,44,60,0,0,0,0,0,0,1,44,1,60,-1,-1,0,8,0,0,0,0,0,0,0,0,MitM
80,6,01/03/2018 01:45:51,46629,3,4,436,859,436,0,145.3333333,251.7247174,859,0,214.75,429.5,27772.41631,150.1211692,7771.5,11855.77984,23084,0,23217,11608.5,16231.63616,23086,131,23560,7853.333333,13319.32571,23232,0,0,0,0,0,72,92,64.33764396,85.78352527,0,859,161.875,320.3455445,102621.2679,0,0,1,1,0,0,0,1,1,185,145.3333333,214.75,0,0,0,0,0,0,3,436,4,859,8192,31,1,20,0,0,0,0,0,0,0,0,C2
50694,6,01/03/2018 10:18:20,56,1,1,0,0,0,0,0,0,0,0,0,0,0,35714.28571,56,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,17857.14286,17857.14286,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,180,255,0,20,0,0,0,0,0,0,0,0,TLS Anomalies
53,17,01/03/2018 03:38:00,370,1,1,44,60,44,44,44,0,60,60,60,0,281081.0811,5405.405405,370,0,370,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2702.702703,2702.702703,44,60,49.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,74,44,60,0,0,0,0,0,0,1,44,1,60,-1,-1,0,8,0,0,0,0,0,0,0,0,Credential Attacks
53,17,01/03/2018 10:21:02,1390,1,1,42,58,42,42,42,0,58,58,58,0,71942.44604,1438.848921,1390,0,1390,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,719.4244604,719.4244604,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71,42,58,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0,0,0,0,0,0,0,0,TLS Anomalies
3389,6,01/03/2018 02:36:26,17164835,8,11,1148,1581,677,0,143.5,228.1296624,1173,0,143.7272727,352.1017157,158.9878376,1.106914223,953601.9444,2134711.664,9052142,2,17200000,2452119.286,3171140.734,9293402,2,17000000,1700207,2689524.639,9052142,245167,0,0,0,0,168,228,0.466069147,0.640845077,0,1173,136.45,292.3279476,85455.62895,0,0,0,1,0,0,0,0,1,143.6315789,143.5,143.7272727,0,0,0,0,0,0,8,1148,11,1581,8192,62852,5,20,248195,0,248195,248195,9052142,0,9052142,9052142,MQTT Exploits
49779,6,01/03/2018 08:23:52,131,3,1,31,0,31,0,10.33333333,17.89785834,0,0,0,0,236641.2214,30534.35115,43.66666667,46.11218205,96,9,131,65.5,43.13351365,96,35,0,0,0,0,0,0,0,0,0,60,20,22900.76336,7633.587786,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,0,7.75,10.33333333,0,0,0,0,0,0,0,3,31,1,0,62,0,1,20,0,0,0,0,0,0,0,0,Buffer Overflow
80,6,01/03/2018 01:49:42,115079488,16,14,459,913,448,0,28.6875,111.8175411,913,0,65.21428571,244.0095139,11.92219416,0.260689377,3968258.207,4875218.202,10000000,17,115000000,7671965.867,4192361.724,10000000,1232,111000000,8503780.769,3766452.404,10000000,800,0,0,0,0,332,424,0.139034334,0.121655042,0,913,44.25806452,180.1445656,32452.06452,0,0,1,1,0,0,0,1,0,45.73333333,28.6875,65.21428571,0,0,0,0,0,0,16,459,14,913,8192,946,12,20,41158.27273,29149.82859,129043,32104,10000000,18510.74388,10000000,9952863,C2
445,6,01/03/2018 12:15:10,620650,5,4,286,170,103,0,57.2,52.48523602,131,0,42.5,61.79805822,734.7136067,14.50092645,77581.25,106896.8182,206698,4,620600,155150,103430.8151,207110,4,620604,206868,192.1744,207079,206703,0,0,0,0,112,92,8.056070249,6.444856199,0,131,45.6,52.98469381,2807.377778,0,0,0,1,0,0,0,0,0,50.66666667,57.2,42.5,0,0,0,0,0,0,5,286,4,170,8192,0,3,20,0,0,0,0,0,0,0,0,DNS Abuse
3389,6,01/03/2018 03:43:27,1786460,8,7,1144,1581,677,0,143,227.9699228,1173,0,225.8571429,430.0986044,1525.363008,8.396493624,127604.2857,245584.1776,953232,4,1786460,255208.5714,399346.7517,1153683,4,1648506,274751,333533.0492,953232,110344,0,0,0,0,172,152,4.478129933,3.918363691,0,1173,170.3125,319.4027173,102018.0958,0,0,1,1,0,0,0,1,0,181.6666667,143,225.8571429,0,0,0,0,0,0,8,1144,7,1581,8192,62856,5,20,0,0,0,0,0,0,0,0,Ransomware
53,17,01/03/2018 03:07:54,991,1,1,51,79,51,51,51,0,79,79,79,0,131180.6256,2018.163471,991,0,991,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1009.081736,1009.081736,51,79,60.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,90.5,51,79,0,0,0,0,0,0,1,51,1,79,-1,-1,0,8,0,0,0,0,0,0,0,0,ARP Poisoning
443,6,01/03/2018 02:34:18,116120812,19,16,1509,649,899,0,79.42105263,230.8458639,497,0,40.5625,127.4854077,18.58409326,0.301410224,3415318,4741623.993,10200000,2,116000000,6451156.222,4839235.967,10200000,40,112000000,7451098.733,4618904.937,10200000,2,0,0,0,0,392,464,0.163622693,0.137787531,0,899,59.94444444,186.6865891,34851.88254,0,0,1,1,0,0,0,1,0,61.65714286,79.42105263,40.5625,0,0,0,0,0,0,19,1509,16,649,8192,1003,15,20,70883.36364,98963.59497,369210,37655,10100000,72064.27504,10200000,9986926,Benign
443,6,01/03/2018 01:45:11,198,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,388888.8889,15151.51515,99,114.5512986,180,18,198,99,114.5512986,180,18,0,0,0,0,0,1,0,0,0,60,0,15151.51515,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,Ransomware
51189,6,01/03/2018 01:15:18,4974427,2,0,0,0,0,0,0,0,0,0,0,0,0,0.402056357,4974427,0,4974427,4974427,4974427,4974427,0,4974427,4974427,0,0,0,0,0,0,0,0,0,40,0,0.402056357,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30016,-1,0,20,0,0,0,0,0,0,0,0,Application-layer
