Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Label.1
92.122.51.32-10.152.152.11-80-45159-6,92.122.51.32,80,10.152.152.11,45159,6,24/02/2016 12:07:30 PM,13,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,153846.153846154,13.0,0.0,13,13,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,76923.0769230769,76923.0769230769,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,913,913,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
104.92.236.176-10.152.152.11-80-51224-6,104.92.236.176,80,10.152.152.11,51224,6,24/02/2016 02:14:54 PM,19,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,105263.157894737,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,52631.5789473684,52631.5789473684,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,913,913,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-31.13.91.6-58884-443-6,10.152.152.11,58884,31.13.91.6,443,6,23/02/2016 02:35:15 PM,62239234,11,10,458,3573,190,0,41.6363636364,70.1288424648,1460,0,357.3,556.6724650397,64.7662212552,0.3374077515,3111961.7,12884631.8246812,57780032,6,62239234,6223923.4,18137269.5861188,57780032,29,62239034,6915448.22222222,19111707.411704,57819168,50,0,0,0,0,232,212,0.1767373937,0.1606703579,0,1460,183.2272727273,402.0928501891,161678.66017316,0,2,0,8,20,0,0,0,0,191.9523809524,41.6363636364,357.3,0,0,0,0,6,4197,0,21,0,170,14600,1047,4,20,0,0,0,0,1456252526843900.0,22332914.8497848,1456252577415422.0,1456252515176440.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-50793-53-17,10.152.152.11,50793,10.152.152.10,53,17,23/02/2016 02:21:32 PM,584885,2,2,66,82,33,33,33.0,0.0,49,33,41.0,11.313708499,253.0411961326,6.8389512468,194961.666666667,211764.162825851,420273,25,25,25.0,0.0,25,25,164587,164587.0,0.0,164587,164587,0,0,0,0,16,16,3.4194756234,3.4194756234,33,49,36.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,45.25,33.0,41.0,0,0,0,0,4,253,0,16,0,20,0,0,1,8,0,0,0,0,1456251693055200.0,180779.626784934,1456251693183031.0,1456251692927370.0,Non-Tor,Browsing
10.152.152.11-173.194.45.46-48462-443-6,10.152.152.11,48462,173.194.45.46,443,6,24/02/2016 01:37:52 PM,628,2,1,45,0,45,0,22.5,31.8198051534,0,0,0.0,0.0,71656.050955414,4777.0700636943,314.0,22.627416998,330,298,330,330.0,0.0,330,330,0,0.0,0.0,0,0,0,0,0,0,40,20,3184.7133757962,1592.3566878981,0,45,11.25,22.5,506.25,0,0,1,1,2,0,0,0,0,15.0,22.5,0.0,0,0,0,0,0,0,0,15,0,0,2640,0,1,20,0,0,0,0,1456335472686590.0,0.0,1456335472686590.0,1456335472686590.0,Non-Tor,Browsing
10.152.152.11-195.216.249.67-51938-443-6,10.152.152.11,51938,195.216.249.67,443,6,23/02/2016 02:55:32 PM,15475043,9,9,1767,634,1460,0,196.3333333333,479.1682898523,469,0,70.4444444444,159.10854087,155.1530422242,1.1631631654,910296.647058824,2523033.54018199,9963973,12,11483626,1435453.25,3455187.43145085,9963973,33,15474904,1934363.0,3520884.21319321,10002724,13,0,0,0,0,192,192,0.5815815827,0.5815815827,0,1460,126.3684210526,343.7953542648,118195.245614035,1,2,0,5,17,0,0,0,1,133.3888888889,196.3333333333,70.4444444444,0,0,0,0,6,1621,0,98,0,35,14600,1162,4,20,0,0,0,0,1456253734343410.0,2840132.90292775,1456253744444897.0,1456253732999564.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-50512-53-17,10.152.152.11,50512,10.152.152.10,53,17,24/02/2016 01:44:14 PM,852821,2,2,82,98,41,41,41.0,0.0,57,41,49.0,11.313708499,211.0642209795,4.6903160218,284273.666666667,492344.391011346,852784,13,24,24.0,0.0,24,24,13,13.0,0.0,13,13,0,0,0,0,16,16,2.3451580109,2.3451580109,41,57,44.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,55.25,41.0,49.0,0,0,0,0,4,211,0,20,0,24,0,0,1,8,0,0,0,0,1456335854526770.0,602983.186336485,1456335854953148.0,1456335854100401.0,Non-Tor,Browsing
10.152.152.11-54.192.130.168-41418-443-6,10.152.152.11,41418,54.192.130.168,443,6,23/02/2016 02:57:31 PM,30,2,0,31,0,31,0,15.5,21.9203102168,0,0,0.0,0.0,1033333.33333333,66666.6666666667,30.0,0.0,30,30,30,30.0,0.0,30,30,0,0.0,0.0,0,0,1,0,0,0,40,0,66666.6666666667,0.0,0,31,20.6666666667,17.8978583449,320.3333333333,1,0,0,1,2,0,0,0,0,31.0,15.5,0.0,0,0,0,0,0,0,1,15,0,0,2640,0,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-108.167.131.94-58590-443-6,10.152.152.11,58590,108.167.131.94,443,6,23/02/2016 02:12:44 PM,2422317,6,7,977,1271,517,0,162.8333333333,235.8316489928,1134,0,181.5714285714,423.0736173697,928.0370818518,5.366762484,201859.75,538722.378293837,1824550,10,1828276,365655.2,815607.720803757,1824658,184,2422164,403694.0,735336.236170366,1824550,23,0,0,0,0,132,152,2.4769673003,2.8897951837,0,1134,160.5714285714,325.9225283798,106225.494505495,1,2,0,5,12,0,0,0,1,172.9230769231,162.8333333333,181.5714285714,0,0,0,0,4,2898,0,75,0,97,14600,1047,3,20,0,0,0,0,1456251165950894.0,1010574.23025824,1456251167217376.0,1456251164795481.0,Non-Tor,Browsing
68.232.35.180-10.152.152.11-80-50124-6,68.232.35.180,80,10.152.152.11,50124,6,24/02/2016 01:36:47 PM,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.333333333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,166666.666666667,166666.666666667,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,913,913,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-46005-53-17,10.152.152.11,46005,10.152.152.10,53,17,24/02/2016 12:07:15 PM,199334,2,2,72,88,36,36,36.0,0.0,52,36,44.0,11.313708499,802.6729007595,20.066822519,66444.6666666667,115029.246934566,199269,30,35,35.0,0.0,35,35,30,30.0,0.0,30,30,0,0,0,0,16,16,10.0334112595,10.0334112595,36,52,39.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,49.0,36.0,44.0,0,0,0,0,4,802,0,18,0,22,0,0,1,8,0,0,0,0,1456330035410991.0,140858.499239485,1456330035510593.0,1456330035311389.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-36066-53-17,10.152.152.11,36066,10.152.152.10,53,17,24/02/2016 02:35:35 PM,748782,2,2,88,104,44,44,44.0,0.0,60,44,52.0,11.313708499,256.4164202665,5.3420087556,249594.0,269314.858619052,535095,85,85,85.0,0.0,85,85,213602,213602.0,0.0,213602,213602,0,0,0,0,16,16,2.6710043778,2.6710043778,44,60,47.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,59.0,44.0,52.0,0,0,0,0,4,256,0,22,0,26,0,0,1,8,0,0,0,0,1456338936055525.0,227269.776327606,1456338936216229.0,1456338935894821.0,Non-Tor,Browsing
10.152.152.11-66.220.156.68-52314-443-6,10.152.152.11,52314,66.220.156.68,443,6,23/02/2016 03:10:31 PM,118229030,11,10,751,330,517,0,68.2727272727,152.043474644,191,0,33.0,59.816385715,9.143270481,0.1776213507,5911451.5,17922959.9417945,58680204,29,118229030,11822903.0,24505207.3387746,58680204,235,118228785,13136531.6666667,25626668.0056754,58680613,600,0,0,0,0,232,212,0.0930397551,0.0845815956,0,517,49.1363636364,113.8964841025,12972.4090909091,0,2,0,9,20,0,0,0,0,51.4761904762,68.2727272727,33.0,0,0,0,0,5,997,0,35,0,15,14600,980,5,20,0,0,0,0,1456254663235050.0,45416573.7359465,1456254750125280.0,1456254631896688.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-37846-53-17,10.152.152.11,37846,10.152.152.10,53,17,23/02/2016 02:01:27 PM,235363,2,2,84,100,42,42,42.0,0.0,58,42,50.0,11.313708499,781.7711364998,16.9950247065,78454.3333333333,135721.487209407,235172,53,138,138.0,0.0,138,138,53,53.0,0.0,53,53,0,0,0,0,16,16,8.4975123533,8.4975123533,42,58,45.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,56.5,42.0,50.0,0,0,0,0,4,781,0,21,0,25,0,0,1,8,0,0,0,0,1456250487796790.0,166156.658549996,1456250487914280.0,1456250487679297.0,Non-Tor,Browsing
10.152.152.11-31.13.92.14-52864-443-6,10.152.152.11,52864,31.13.92.14,443,6,23/02/2016 02:05:00 PM,116572775,40,60,1293,59793,420,0,32.325,97.9516855001,1460,0,996.55,571.9724547415,524.0160063102,0.8578332291,1177502.77777778,7981312.59578377,56926407,2,116572775,2989045.51282051,12598703.3747972,56926407,14,116572537,1975805.71186441,10300569.0279663,56963258,2,0,0,0,0,812,1212,0.3431332916,0.5146999374,0,1460,604.8118811881,650.8391154943,423591.554257426,0,2,0,28,99,0,0,0,1,610.86,32.325,996.55,0,0,0,0,27,137639,0,12,0,597,14600,1181,6,20,0,0,0,0,1456250793304760.0,45052025.1385129,1456250816840324.0,1456250700267564.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-47841-53-17,10.152.152.11,47841,10.152.152.10,53,17,24/02/2016 02:25:07 PM,358922,2,2,72,88,36,36,36.0,0.0,52,36,44.0,11.313708499,445.7793058102,11.1444826453,119640.666666667,154271.671606725,293768,27,27,27.0,0.0,27,27,65127,65127.0,0.0,65127,65127,0,0,0,0,16,16,5.5722413226,5.5722413226,36,52,39.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,49.0,36.0,44.0,0,0,0,0,4,445,0,18,0,22,0,0,1,8,0,0,0,0,1456338308166931.0,161654.509674181,1456338308281238.0,1456338308052624.0,Non-Tor,Browsing
10.152.152.11-162.144.129.143-35794-80-6,10.152.152.11,35794,162.144.129.143,80,6,23/02/2016 02:09:39 PM,146,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13698.6301369863,146.0,0.0,146,146,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6849.3150684932,6849.3150684932,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2640,980,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-23.78.33.46-38280-80-6,10.152.152.11,38280,23.78.33.46,80,6,23/02/2016 02:52:06 PM,51217371,12,11,800,4576,400,0,66.6666666667,155.6997888323,1460,0,416.0,615.84348661,104.9643879613,0.4490663919,2328062.31818182,4021108.13548269,10015799,6,51217371,4656124.63636364,4694024.78197673,10016079,18,51211233,5121123.3,4673276.49176735,10016054,23,0,0,0,0,240,220,0.2342955088,0.2147708831,0,1460,224.0,457.4040170163,209218.434782609,1,0,0,5,23,0,0,0,0,233.7391304348,66.6666666667,416.0,0,0,0,0,4,4728,0,34,0,198,1825,1181,2,20,0,0,0,0,1456253550149770.0,18460469.0033669,1456253577550494.0,1456253526339613.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-43956-53-17,10.152.152.11,43956,10.152.152.10,53,17,24/02/2016 01:45:57 PM,584777,2,2,68,84,34,34,34.0,0.0,50,34,42.0,11.313708499,259.9281435487,6.8402143039,194925.666666667,337555.341288408,584701,14,14,14.0,0.0,14,14,62,62.0,0.0,62,62,0,0,0,0,16,16,3.420107152,3.420107152,34,50,37.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,46.5,34.0,42.0,0,0,0,0,4,259,0,17,0,21,0,0,1,8,0,0,0,0,1456335958115900.0,413392.301951185,1456335958408217.0,1456335957823590.0,Non-Tor,Browsing
10.152.152.11-37.252.170.138-41532-80-6,10.152.152.11,41532,37.252.170.138,80,6,23/02/2016 02:51:17 PM,35036426,18,19,5472,8607,1460,0,304.0,586.1301802802,1460,0,453.0,623.7329378651,401.8389318591,1.0560437871,973234.055555555,2797185.99216056,10007827,7,34319623,2018801.35294118,3858102.5492242,10008030,38,35036256,1946458.66666667,3755566.09527354,10008105,15,0,0,0,0,372,392,0.5137510316,0.5422927555,0,1460,370.5,597.0487213584,356467.175675676,1,2,0,9,36,0,0,0,1,380.5135135135,304.0,453.0,0,0,0,0,12,6199,0,147,0,232,14600,1643,5,20,0,0,0,0,1456253482909693.0,8593485.10877992,1456253511651006.0,1456253477331610.0,Non-Tor,Browsing
10.152.152.11-216.58.209.110-42522-443-6,10.152.152.11,42522,216.58.209.110,443,6,23/02/2016 02:12:51 PM,1192,4,2,517,0,517,0,129.25,258.5,0,0,0.0,0.0,433724.832214765,5033.5570469799,238.4,190.4253134434,515,13,1192,397.3333333333,206.8437413444,635,258,432,432.0,0.0,432,432,0,0,0,0,92,52,3355.7046979866,1677.8523489933,0,517,73.8571428571,195.4076325458,38184.1428571429,1,2,0,1,5,0,0,0,0,86.1666666667,129.25,0.0,0,0,0,0,0,0,0,86,0,0,14600,980,1,20,0,0,0,0,1456251171212407.0,271.6437618156,1456251171212640.0,1456251171212108.0,Non-Tor,Browsing
199.15.226.66-10.152.152.11-443-56458-6,199.15.226.66,443,10.152.152.11,56458,6,23/02/2016 03:11:47 PM,36,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,55555.5555555556,36.0,0.0,36,36,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,27777.7777777778,27777.7777777778,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1114,2640,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
184.24.195.111-10.152.152.11-80-34022-6,184.24.195.111,80,10.152.152.11,34022,6,23/02/2016 02:03:32 PM,8,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,250000.0,8.0,0.0,8,8,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,125000.0,125000.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1181,1342,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-162.144.129.143-35922-80-6,10.152.152.11,35922,162.144.129.143,80,6,23/02/2016 02:09:52 PM,665567,13,13,362,13033,362,0,27.8461538462,100.4007355168,1460,0,1002.5384615385,632.3270007658,20125.6973377586,39.0644367885,26622.68,132847.392601348,664290,4,665560,55463.3333333333,191761.578561568,664388,14,665435,55452.9166666667,191734.00348184,664290,11,0,0,0,0,272,272,19.5322183942,19.5322183942,0,1460,496.1111111111,660.7038399333,436529.564102564,1,2,0,5,25,0,0,0,1,515.1923076923,27.8461538462,1002.5384615385,0,0,0,0,11,20135,0,13,0,501,14600,980,1,20,0,0,0,0,1456250992684070.0,257678.720383352,1456250992800126.0,1456250992134587.0,Non-Tor,Browsing
162.144.129.143-10.152.152.11-80-36084-6,162.144.129.143,80,10.152.152.11,36084,6,23/02/2016 02:10:03 PM,29,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,68965.5172413793,29.0,0.0,29,29,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,34482.7586206897,34482.7586206897,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,980,2640,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-54.208.174.91-50858-443-6,10.152.152.11,50858,54.208.174.91,443,6,24/02/2016 02:09:42 PM,62702298,25,24,1525,10355,1217,0,61.0,244.6991349937,1460,0,431.4583333333,566.428166455,189.4667401185,0.7814705611,1306297.875,3332998.17410139,10036725,6,62702298,2612595.75,4375323.17658359,10036942,19,62700091,2726090.91304348,4437258.36466664,10036973,21,0,0,0,0,512,492,0.3987094699,0.3827610911,0,1460,237.6,464.1096809143,215397.795918367,1,2,0,13,48,0,0,0,0,242.4489795918,61.0,431.4583333333,0,0,0,0,16,6506,0,31,0,211,14600,1162,3,20,0,0,0,0,1456337394611640.0,19700035.9236452,1456337445542130.0,1456337382840851.0,Non-Tor,Browsing
10.152.152.11-85.13.130.202-39427-443-6,10.152.152.11,39427,85.13.130.202,443,6,24/02/2016 01:53:01 PM,9277598,12,10,377,3927,220,0,31.4166666667,69.6699470012,826,0,392.7,315.9739968204,463.9131809764,2.3713034344,441790.380952381,1329251.5047904,5780751,11,9277598,843418.0,1778095.58966609,5780762,42,9276365,1030707.22222222,1932484.63852218,5780770,1406,0,0,0,0,252,212,1.2934382369,1.0778651974,0,826,187.1304347826,278.0219586403,77296.209486166,1,2,0,10,21,0,0,0,0,195.6363636364,31.4166666667,392.7,0,0,0,0,4,3353,0,17,0,178,14600,980,3,20,0,0,0,0,1456336385153580.0,3542459.13436796,1456336390289769.0,1456336381013324.0,Non-Tor,Browsing
10.152.152.11-188.93.174.144-40664-80-6,10.152.152.11,40664,188.93.174.144,80,6,24/02/2016 02:00:25 PM,116601495,17,15,459,1928,459,0,27.0,111.3238518917,996,0,128.5333333333,339.4141731755,20.4714356364,0.2744390198,3761338.5483871,4801334.91617607,10015848,20,116601495,7287593.4375,4324220.98471258,10016035,164,111565779,7968984.21428571,4074379.79261124,10016737,283,0,0,0,0,352,312,0.1457957293,0.1286432906,0,996,72.3333333333,243.5840033062,59333.1666666667,1,2,0,3,31,0,0,0,0,74.59375,27.0,128.5333333333,0,0,0,0,0,0,0,14,0,60,14600,980,1,20,0,0,0,0,1407792306554640.0,265889517180781.0,1456336937250815.0,5035302.0,Non-Tor,Browsing
52.18.40.183-10.152.152.11-443-39861-6,52.18.40.183,443,10.152.152.11,39861,6,23/02/2016 02:55:38 PM,11,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,181818.181818182,11.0,0.0,11,11,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,90909.0909090909,90909.0909090909,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1073,1825,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-49556-53-17,10.152.152.11,49556,10.152.152.10,53,17,24/02/2016 12:04:53 PM,257828,2,2,84,100,42,42,42.0,0.0,58,42,50.0,11.313708499,713.6540639496,15.5142187815,85942.6666666667,148772.194879733,257730,42,56,56.0,0.0,56,56,42,42.0,0.0,42,42,0,0,0,0,16,16,7.7571093908,7.7571093908,42,58,45.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,56.5,42.0,50.0,0,0,0,0,4,713,0,21,0,25,0,0,1,8,0,0,0,0,1456329893583280.0,182173.334250653,1456329893712096.0,1456329893454464.0,Non-Tor,Browsing
10.152.152.11-95.101.39.40-48829-80-6,10.152.152.11,48829,95.101.39.40,80,6,24/02/2016 02:14:48 PM,117384383,51,75,379,73974,379,0,7.431372549,53.0706151847,1460,0,986.32,576.3301456255,633.4147533067,1.0733966204,939075.064,2879328.73622392,10021449,4,117384383,2347687.66,4196076.20844624,10021697,36,111617575,1508345.60810811,3582151.11315799,10021800,4,0,0,0,0,1032,1512,0.4344700606,0.6389265598,0,1460,585.4566929134,655.5912847449,429799.932633421,1,2,0,28,125,0,0,0,1,590.1031746032,7.431372549,986.32,0,0,0,0,63,52789,0,3,0,587,14600,980,1,20,0,0,0,0,1444593040423834.0,130782985644852.0,1456337799849353.0,5766384.0,Non-Tor,Browsing
10.152.152.11-174.123.37.171-45047-80-6,10.152.152.11,45047,174.123.37.171,80,6,24/02/2016 01:36:51 PM,2567248,21,26,568,27320,568,0,27.0476190476,123.947761654,1460,0,1050.7692307692,519.8547726196,10862.994147819,18.3075417724,55809.7391304348,332328.123401184,2251468,4,2374000,118700.0,502353.016256602,2251637,23,2567024,102680.96,449520.38705431,2251468,4,0,0,0,0,432,532,8.1799654728,10.1275762996,0,1460,581.0,645.4906759714,416658.212765958,1,2,0,12,46,0,0,0,1,593.3617021277,27.0476190476,1050.7692307692,0,0,0,0,23,86705,0,12,0,581,14600,984,1,20,0,0,0,0,1456335413679657.0,677945.104825242,1456335414135043.0,1456335411567999.0,Non-Tor,Browsing
10.152.152.11-140.98.193.112-32980-80-6,10.152.152.11,32980,140.98.193.112,80,6,23/02/2016 02:24:02 PM,39608347,19,19,2702,12221,909,0,142.2105263158,337.4312405591,1460,0,643.2105263158,614.5728940535,376.7640189579,0.9593937359,1070495.86486486,2672878.1421951,10023793,4,32642301,1813461.16666667,3362159.65801708,10024022,13,39608105,2200450.27777778,3535120.14375556,10024068,24,0,0,0,0,392,392,0.4796968679,0.4796968679,0,1460,382.641025641,547.3104327998,299548.709851552,1,2,0,10,37,0,0,0,1,392.7105263158,142.2105263158,643.2105263158,0,0,0,0,6,11385,0,71,0,321,14600,1253,3,20,0,0,0,0,1415800410100407.0,242708640537413.0,1456251874786998.0,6965496.0,Non-Tor,Browsing
10.152.152.11-37.252.163.97-53115-443-6,10.152.152.11,53115,37.252.163.97,443,6,23/02/2016 02:42:41 PM,30,2,0,53,0,53,0,26.5,37.4766594029,0,0,0.0,0.0,1766666.66666667,66666.6666666667,30.0,0.0,30,30,30,30.0,0.0,30,30,0,0.0,0.0,0,0,1,0,0,0,40,0,66666.6666666667,0.0,0,53,35.3333333333,30.5995642671,936.3333333333,1,0,0,1,2,0,0,0,0,53.0,26.5,0.0,0,0,0,0,0,0,1,26,0,0,1643,0,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-199.167.75.195-49644-443-6,10.152.152.11,49644,199.167.75.195,443,6,24/02/2016 01:45:51 PM,171,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11695.9064327485,171.0,0.0,171,171,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,5847.9532163743,5847.9532163743,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1345,1047,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
54.239.22.240-10.152.152.11-80-42246-6,54.239.22.240,80,10.152.152.11,42246,6,24/02/2016 11:11:32 AM,17,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,117647.058823529,17.0,0.0,17,17,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,58823.5294117647,58823.5294117647,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1460,980,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-54.239.22.5-55827-80-6,10.152.152.11,55827,54.239.22.5,80,6,24/02/2016 11:49:22 AM,3466091,6,4,1529,289,1460,0,254.8333333333,591.0534380804,289,0,72.25,144.5,524.5101758725,2.8850944767,385121.222222222,798738.726431206,2198403,6,3466091,693218.2,1004538.05867508,2198403,80,1267519,422506.333333333,731513.201085485,1267185,6,0,0,0,0,132,92,1.731056686,1.1540377907,0,1460,165.2727272727,438.1114221084,191941.618181818,1,2,0,2,9,0,0,0,0,181.8,254.8333333333,72.25,0,0,0,0,0,0,0,152,0,28,14600,1095,2,20,0,0,0,0,1456328962222600.0,479015.333448237,1456328963308906.0,1456328962041278.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-49111-53-17,10.152.152.11,49111,10.152.152.10,53,17,23/02/2016 02:01:46 PM,297063,2,2,66,82,33,33,33.0,0.0,49,33,41.0,11.313708499,498.2108172341,13.4651572225,99021.0,171415.874725767,296955,25,83,83.0,0.0,83,83,25,25.0,0.0,25,25,0,0,0,0,16,16,6.7325786113,6.7325786113,33,49,36.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,45.25,33.0,41.0,0,0,0,0,4,498,0,16,0,20,0,0,1,8,0,0,0,0,1456250506424070.0,209902.526674883,1456250506572496.0,1456250506275649.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-59493-53-17,10.152.152.11,59493,10.152.152.10,53,17,24/02/2016 01:53:42 PM,351419,2,2,60,76,30,30,30.0,0.0,46,30,38.0,11.313708499,387.0024102282,11.3824238302,117139.666666667,202855.481191249,351377,19,19,19.0,0.0,19,19,23,23.0,0.0,23,23,0,0,0,0,16,16,5.6912119151,5.6912119151,30,46,33.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,41.5,30.0,38.0,0,0,0,0,4,387,0,15,0,19,0,0,1,8,0,0,0,0,1456336422541670.0,248431.360968176,1456336422717340.0,1456336422366010.0,Non-Tor,Browsing
10.152.152.11-198.47.127.15-60815-80-6,10.152.152.11,60815,198.47.127.15,80,6,23/02/2016 02:10:06 PM,367292,6,4,1641,905,1460,0,273.5,585.755495066,905,0,226.25,452.5,6931.8144691417,27.2262940658,40810.2222222222,117991.44162902,355374,5,367292,73458.4,158434.937789302,356812,54,365138,121712.666666667,202415.412333976,355374,5,0,0,0,0,132,92,16.3357764395,10.8905176263,0,1460,231.4545454545,489.2956904851,239410.272727273,1,2,0,2,9,0,0,0,0,254.6,273.5,226.25,0,0,0,0,0,0,0,164,0,90,14600,1278,2,20,0,0,0,0,1456251006584100.0,135806.989923065,1456251006891929.0,1456251006526666.0,Non-Tor,Browsing
