Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
20.12,6,64.0,5940.015011825353,0.0,0.99,0.0,0.01,0.01,0.0,0.0,1,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6139.0,60.0,199.0,61.39,13.900000000000045,61.39,0.0001683592796325,100.0,193.2100000000012,DOS-SYN_FLOOD
20.0,6,64.0,33681.072833855294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.969980239868164e-05,100.0,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,30741.01436528877,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.335952758789062e-05,100.0,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,48215.93286584665,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.0751953125e-05,100.0,0.0,DDOS-RSTFINFLOOD
8.0,17,64.0,7010.720911962826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55400.0,554.0,554.0,554.0,0.0,554.0,0.0001438498497009,100.0,0.0,MIRAI-UDPPLAIN
20.0,6,64.0,18800.10757507844,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,5.378961563110352e-05,100.0,0.0,DDOS-PSHACK_FLOOD
20.0,6,64.0,27685.17491749175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.612041473388672e-05,100.0,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,31151.990493166963,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.210067749023437e-05,100.0,0.0,DDOS-SYN_FLOOD
8.0,17,64.0,29931.520730750017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18200.0,182.0,182.0,182.0,0.0,182.0,3.340959548950195e-05,100.0,0.0,DOS-UDP_FLOOD
20.0,6,64.0,33256.45417063114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.0069351196289064e-05,100.0,0.0,DDOS-TCP_FLOOD
20.0,6,64.0,95065.82048957387,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.0628700256347656e-05,100.0,0.0,DDOS-PSHACK_FLOOD
20.0,6,64.0,27685.17491749175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.612041473388672e-05,100.0,0.0,DOS-TCP_FLOOD
0.0,1,64.0,41771.77571954985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.404928207397461e-05,100.0,0.0,DDOS-ICMP_FLOOD
8.0,17,64.0,21472.912507039367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,0.00011883020401,100.0,0.0,DOS-UDP_FLOOD
20.0,6,64.0,22598.62068965517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,4.425048828125e-05,100.0,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,16324.060091850237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,6.125926971435547e-05,100.0,0.0,DOS-TCP_FLOOD
8.0,17,64.0,29831.465149359887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.3521652221679686e-05,100.0,0.0,DOS-UDP_FLOOD
0.0,47,64.0,11849.655328285682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59200.0,592.0,592.0,592.0,0.0,592.0,8.539199829101563e-05,100.0,0.0,MIRAI-GREETH_FLOOD
32.0,6,63.6,165.36836543996466,0.2,0.0,0.0,0.1,1.0,0.0,0.0,10,0,2,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2198.0,66.0,1514.0,219.8,455.6143105741961,219.8,0.0063045978546142,10.0,207584.4,RECON-OSSCAN
0.0,1,64.0,17602.417324156453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,5.6941509246826175e-05,100.0,0.0,DDOS-ICMP_FLOOD
0.0,1,64.0,36711.63238512035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.724885940551758e-05,100.0,0.0,DDOS-ICMP_FLOOD
8.0,17,64.0,38123.10489002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.6230812072753905e-05,100.0,0.0,DOS-UDP_FLOOD
20.0,6,64.0,39125.97014925373,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.556800842285156e-05,100.0,0.0,DDOS-PSHACK_FLOOD
20.0,6,64.0,49554.63137996219,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.018928527832032e-05,100.0,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,44964.66552315609,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.226114273071289e-05,100.0,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,20450.04388103364,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,4.889965057373047e-05,100.0,0.0,DDOS-SYN_FLOOD
14.0,6,130.3,179.52993446819076,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,4433.0,46.0,751.0,443.3,297.47494759129626,443.3,0.005570101737976,10.0,88491.34444444446,DNS_SPOOFING
20.0,6,64.0,43727.10592160133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.2869110107421875e-05,100.0,0.0,DDOS-TCP_FLOOD
7.92,17,65.91,28424.3968555164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,1.0,1.0,6010.0,60.0,70.0,60.1,1.0000000000000018,60.1,3.518104553222656e-05,100.0,1.0000000000000038,DOS-UDP_FLOOD
20.0,6,64.0,16043.084455324357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,6.23321533203125e-05,100.0,0.0,DDOS-SYN_FLOOD
21.12,6,64.0,44346.62719390992,0.0,0.96,0.0,0.0,0.32,0.0,0.0,32,96,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.254962921142578e-05,100.0,0.0,DOS-SYN_FLOOD
20.0,6,64.0,36548.48379226212,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.736091613769532e-05,100.0,0.0,DDOS-PSHACK_FLOOD
20.0,6,64.0,14236.801194799906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,7.025957107543945e-05,100.0,0.0,DDOS-SYNONYMOUSIP_FLOOD
8.36,17,66.28,2129.834307447786,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1,0,0,0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,1.0,17894.0,73.0,182.0,178.94,17.526211250811773,178.94,0.0004695296287536,100.0,307.1680808080812,DOS-UDP_FLOOD
8.0,17,64.0,42499.787212483534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.3539066314697267e-05,100.0,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,99911.95807527394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.0008811950683591e-05,100.0,0.0,DOS-TCP_FLOOD
0.0,1,64.0,12259.38678280186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,8.175134658813476e-05,100.0,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,16255.102119908535,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,6.151914596557617e-05,100.0,0.0,DDOS-SYNONYMOUSIP_FLOOD
8.0,17,64.0,13280.258366842922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,7.529973983764648e-05,100.0,0.0,DDOS-UDP_FLOOD
0.0,1,64.0,47570.64761256663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.1250247955322265e-05,100.0,0.0,DDOS-ICMP_FLOOD
0.0,1,63.36,47350.46285843306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.99,0.99,6000.0,60.0,60.0,60.0,0.0,60.0,2.112865447998047e-05,100.0,0.0,DDOS-ICMP_FLOOD
32.0,6,231.0,432402.4742268041,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660.0,66.0,66.0,66.0,0.0,66.0,3.120899200439453e-05,10.0,0.0,BENIGN
8.0,17,64.0,20202.80333317277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55400.0,554.0,554.0,554.0,0.0,554.0,4.951953887939453e-05,100.0,0.0,MIRAI-UDPPLAIN
0.0,1,63.36,44173.8177988415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.99,0.99,6000.0,60.0,60.0,60.0,0.0,60.0,2.264976501464844e-05,100.0,0.0,DDOS-ICMP_FLOOD
0.16,47,65.28,4372.34592611125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1.0,1.0,58246.0,115.0,592.0,582.46,67.11642530301029,582.46,0.0002295589447021,100.0,4504.614545454559,MIRAI-GREETH_FLOOD
0.0,1,64.0,11906.165550130578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,8.39996337890625e-05,100.0,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,21749.04848327716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,4.597902297973633e-05,100.0,0.0,DOS-TCP_FLOOD
8.16,17,63.22,7670.49615039959,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.98,0.0,0.01,0.0,0.0,0.99,0.99,6006.0,60.0,66.0,60.06,0.5999999999999993,60.06,0.0001305294036865,100.0,0.3599999999999992,DDOS-UDP_FLOOD
20.0,6,64.0,10331.815942457384,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,9.678840637207032e-05,100.0,0.0,DDOS-SYN_FLOOD
0.0,1,64.0,57733.02133516862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.7330646514892578e-05,100.0,0.0,DDOS-ICMP_FLOOD
8.24,17,63.86,54856.186241171854,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,1.0,6006.0,60.0,66.0,60.06,0.5999999999999995,60.06,1.823902130126953e-05,100.0,0.3599999999999994,DDOS-UDP_FLOOD
8.0,17,64.0,27685.17491749175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.612041473388672e-05,100.0,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,36817.97752808989,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.716064453125e-05,100.0,0.0,DDOS-RSTFINFLOOD
0.32,1,64.0,38926.25522041763,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1,0,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.99,0.0,1.0,1.0,7414.0,60.0,1474.0,74.14,141.39999999999984,74.14,2.5699138641357423e-05,100.0,19993.959999999955,DDOS-ICMP_FLOOD
19.88,6,63.37,30395.709834045945,0.0,0.0,0.0,0.99,0.99,0.0,0.0,99,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6024.0,60.0,84.0,60.24,2.399999999999998,60.24,3.289937973022461e-05,100.0,5.759999999999991,DDOS-PSHACK_FLOOD
8.0,17,64.0,12628.12067200578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6158.0,60.0,218.0,61.58,15.8,61.58,7.918834686279297e-05,100.0,249.64000000000004,DOS-UDP_FLOOD
20.0,6,64.0,43044.991789819374,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.323150634765625e-05,100.0,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,37369.06628652887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.676010131835937e-05,100.0,0.0,DDOS-TCP_FLOOD
20.0,6,64.0,42534.26630159213,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.89607048034668e-05,100.0,0.0,DDOS-RSTFINFLOOD
20.08,6,65.91,5506.287004581676,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6027.0,60.0,74.0,60.27,1.9008504210569344,60.27,0.0001816201210021,100.0,3.613232323232325,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,9898.996955464823,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,0.0001012802124023,100.0,0.0,DOS-SYN_FLOOD
8.0,17,64.0,42336.7719794085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.362966537475586e-05,100.0,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,54057.27542209048,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.8508434295654296e-05,100.0,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,6326.250377073907,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,0.0001580715179443,100.0,0.0,DDOS-SYN_FLOOD
19.88,6,65.91,24119.056929269696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6013.0,60.0,73.0,60.13,1.299999999999998,60.13,4.146099090576172e-05,100.0,1.6899999999999948,DDOS-TCP_FLOOD
20.0,6,64.0,12409.917746612226,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,8.05807113647461e-05,100.0,0.0,DOS-SYN_FLOOD
19.8,6,63.36,40179.17425040713,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000.0,60.0,60.0,60.0,0.0,60.0,2.5057792663574217e-05,100.0,0.0,DDOS-SYN_FLOOD
8.0,17,64.0,8548.4642820748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,0.0001169800758361,100.0,0.0,DDOS-UDP_FLOOD
8.0,17,64.0,50075.26265520535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.44903564453125e-05,100.0,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,41597.77843895666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.4039745330810543e-05,100.0,0.0,DDOS-TCP_FLOOD
0.0,1,64.0,81712.52678745372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,5.06591796875e-05,100.0,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,37779.71536660061,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.6469230651855468e-05,100.0,0.0,DDOS-SYNONYMOUSIP_FLOOD
0.0,1,67.82,42737.96617077644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.3407936096191408e-05,100.0,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,30177.01992949133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.314971923828125e-05,100.0,0.0,DDOS-TCP_FLOOD
0.16,1,64.64,9308.26453617399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.98,0.0,1.0,1.0,6043.0,60.0,90.0,60.43,3.257485551957537,60.43,0.0001074409484863,100.0,10.6112121212121,DDOS-ICMP_FLOOD
0.0,1,64.0,39572.63892820077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.52985954284668e-05,100.0,0.0,DDOS-ICMP_FLOOD
30.8,6,198.1,183.9994384782761,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,760.0,60.0,172.0,76.0,33.78362522485314,76.0,0.0056365966796875,10.0,1141.3333333333333,BENIGN
32.0,6,59.7,77.11946399054187,0.1,0.0,0.0,0.6,1.0,0.0,0.0,10,0,1,0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1297.0,66.0,217.0,129.7,71.93986686423908,129.7,0.0137024879455566,10.0,5175.344444444444,BENIGN
