Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Label
10.152.152.10-10.152.152.11-9052-52438-6,10.152.152.10,9052,10.152.152.11,52438,6,23/02/2016 02:09:19 PM,14,1,1,0,0,0,0,0,0,0,0,0,0,0,142857.142857143,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,71428.5714285714,71428.5714285714,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,913,913,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.10-10.152.152.11-9052-54848-6,10.152.152.10,9052,10.152.152.11,54848,6,23/02/2016 02:58:39 PM,12,1,1,0,0,0,0,0,0,0,0,0,0,0,166666.666666667,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,83333.3333333333,83333.3333333333,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,913,913,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-162.212.130.108-46255-80-6,10.152.152.11,46255,162.212.130.108,80,6,23/02/2016 02:28:45 PM,157,1,1,0,0,0,0,0,0,0,0,0,0,0,12738.8535031847,157,0,157,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6369.4267515924,6369.4267515924,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,985,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-57102-53-17,10.152.152.11,57102,10.152.152.10,53,17,23/02/2016 02:42:29 PM,238100,2,2,64,80,32,32,32,0,48,32,40,11.313708499,604.7879042419,16.7996640067,79366.6666666667,137391.756267737,238013,24,63,63,0,63,63,24,24,0,24,24,0,0,0,0,16,16,8.3998320034,8.3998320034,32,48,35.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,44,32,40,0,0,0,0,4,604,0,16,0,20,0,0,1,8,0,0,0,0,1456252949716097,168239.088020591,1456252949835060,1456252949597134,Non-Tor,Browsing
10.152.152.11-10.152.152.10-40388-53-17,10.152.152.11,40388,10.152.152.10,53,17,23/02/2016 02:20:19 PM,472195,2,2,82,98,41,41,41,0,57,41,49,11.313708499,381.1984455575,8.4710765679,157398.333333333,202884.657020518,386494,441,441,441,0,441,441,85260,85260,0,85260,85260,0,0,0,0,16,16,4.235538284,4.235538284,41,57,44.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,55.25,41,49,0,0,0,0,4,381,0,20,0,24,0,0,1,8,0,0,0,0,1456251619409410,212692.770033445,1456251619559806,1456251619259013,Non-Tor,Browsing
10.152.152.11-10.152.152.10-40350-53-17,10.152.152.11,40350,10.152.152.10,53,17,23/02/2016 02:42:30 PM,162818,2,2,60,104,30,30,30,0,58,46,52,8.4852813742,1007.2596395976,24.5673082829,54272.6666666667,93972.705400735,162783,12,12,12,0,12,12,23,23,0,23,23,0,0,0,0,16,16,12.2836541414,12.2836541414,30,58,38.8,12.7749755381,163.2,0,0,0,0,0,0,0,0,1,48.5,30,52,0,0,0,0,4,1007,0,15,0,26,0,0,1,8,0,0,0,0,1456252950324941,115080.214424548,1456252950406315,1456252950243567,Non-Tor,Browsing
10.152.152.11-185.66.140.149-42310-80-6,10.152.152.11,42310,185.66.140.149,80,6,23/02/2016 02:44:46 PM,183,1,1,0,0,0,0,0,0,0,0,0,0,0,10928.9617486339,183,0,183,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5464.4808743169,5464.4808743169,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8317,1449,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-43022-53-17,10.152.152.11,43022,10.152.152.10,53,17,23/02/2016 02:24:03 PM,754154,2,2,86,102,43,43,43,0,59,43,51,11.313708499,249.285954858,5.3039564863,251384.666666667,435351.259160156,754085,33,36,36,0,36,36,33,33,0,33,33,0,0,0,0,16,16,2.6519782432,2.6519782432,43,59,46.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,57.75,43,51,0,0,0,0,4,249,0,21,0,25,0,0,1,8,0,0,0,0,1456251844209838,533169.826723156,1456251844586846,1456251843832830,Non-Tor,Browsing
10.152.152.11-10.152.152.10-42970-53-17,10.152.152.11,42970,10.152.152.10,53,17,23/02/2016 02:42:21 PM,342955,1,1,42,58,42,42,42,0,58,58,58,0,291.5834438921,5.8316688778,342955,0,342955,342955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.9158344389,2.9158344389,42,58,47.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,71,42,58,0,0,0,0,0,0,0,21,0,29,0,0,0,8,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-104.16.23.235-53834-80-6,10.152.152.11,53834,104.16.23.235,80,6,23/02/2016 02:25:25 PM,158,1,1,0,0,0,0,0,0,0,0,0,0,0,12658.2278481013,158,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6329.1139240506,6329.1139240506,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,985,994,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-48895-53-17,10.152.152.11,48895,10.152.152.10,53,17,23/02/2016 02:01:57 PM,256311,2,2,62,78,31,31,31,0,47,31,39,11.313708499,546.2114384478,15.6060410985,85437,147950.048097322,256275,11,25,25,0,25,25,11,11,0,11,11,0,0,0,0,16,16,7.8030205493,7.8030205493,31,47,34.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,42.75,31,39,0,0,0,0,4,546,0,15,0,19,0,0,1,8,0,0,0,0,1456250517665230,181188.33450446,1456250517793350,1456250517537108,Non-Tor,Browsing
10.152.152.11-10.152.152.10-56290-53-17,10.152.152.11,56290,10.152.152.10,53,17,23/02/2016 02:42:16 PM,363481,2,2,78,122,39,39,39,0,67,55,61,8.4852813742,550.2350879413,11.0047017588,121160.333333333,209763.189683827,363374,31,76,76,0,76,76,31,31,0,31,31,0,0,0,0,16,16,5.5023508794,5.5023508794,39,67,47.8,12.7749755381,163.2,0,0,0,0,0,0,0,0,1,59.75,39,61,0,0,0,0,4,550,0,19,0,30,0,0,1,8,0,0,0,0,1456252936717320,256868.559081294,1456252936898954,1456252936535687,Non-Tor,Browsing
10.152.152.11-10.152.152.10-57029-53-17,10.152.152.11,57029,10.152.152.10,53,17,23/02/2016 02:09:18 PM,600252,2,2,84,100,42,42,42,0,58,42,50,11.313708499,306.53792074,6.6638678422,200084,346487.238078114,600173,25,54,54,0,54,54,25,25,0,25,25,0,0,0,0,16,16,3.3319339211,3.3319339211,42,58,45.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,56.5,42,50,0,0,0,0,4,306,0,21,0,25,0,0,1,8,0,0,0,0,1456250958321376,424330.53674936,1456250958621423,1456250958021329,Non-Tor,Browsing
23.3.90.96-10.152.152.11-80-36970-6,23.3.90.96,80,10.152.152.11,36970,6,23/02/2016 02:10:13 PM,6,1,1,0,0,0,0,0,0,0,0,0,0,0,333333.333333333,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,166666.666666667,166666.666666667,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,913,913,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-43334-53-17,10.152.152.11,43334,10.152.152.10,53,17,23/02/2016 02:52:16 PM,642451,2,2,66,82,33,33,33,0,49,33,41,11.313708499,230.3677634559,6.2261557691,214150.333333333,370866.430654398,642390,13,48,48,0,48,48,13,13,0,13,13,0,0,0,0,16,16,3.1130778845,3.1130778845,33,49,36.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,45.25,33,41,0,0,0,0,4,230,0,16,0,20,0,0,1,8,0,0,0,0,1456253537161210,454195.191652774,1456253537482372,1456253536840043,Non-Tor,Browsing
10.152.152.11-10.152.152.10-40071-53-17,10.152.152.11,40071,10.152.152.10,53,17,23/02/2016 02:24:36 PM,805137,2,2,72,88,36,36,36,0,52,36,44,11.313708499,198.7239438754,4.9680985969,268379,359878.569505048,677334,31,31,31,0,31,31,127772,127772,0,127772,127772,0,0,0,0,16,16,2.4840492984,2.4840492984,36,52,39.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,49,36,44,0,0,0,0,4,198,0,18,0,22,0,0,1,8,0,0,0,0,1456251876570190,388577.096572225,1456251876844954,1456251876295423,Non-Tor,Browsing
10.152.152.11-192.230.77.107-60324-80-6,10.152.152.11,60324,192.230.77.107,80,6,23/02/2016 02:55:28 PM,115,1,1,0,0,0,0,0,0,0,0,0,0,0,17391.3043478261,115,0,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,8695.6521739131,8695.6521739131,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,1278,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
104.244.43.204-10.152.152.11-443-38462-6,104.244.43.204,443,10.152.152.11,38462,6,23/02/2016 02:00:53 PM,125,2,0,0,0,0,0,0,0,0,0,0,0,0,16000,125,0,125,125,125,125,0,125,125,0,0,0,0,0,0,0,0,0,40,0,16000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-53613-53-17,10.152.152.11,53613,10.152.152.10,53,17,23/02/2016 02:05:07 PM,371578,1,1,33,49,33,33,33,0,49,49,49,0,220.6804493269,5.3824499836,371578,0,371578,371578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.6912249918,2.6912249918,33,49,38.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,57.5,33,49,0,0,0,0,0,0,0,16,0,24,0,0,0,8,0,0,0,0,0,0,0,0,Non-Tor,Browsing
62.67.193.61-10.152.152.11-80-36624-6,62.67.193.61,80,10.152.152.11,36624,6,23/02/2016 02:53:33 PM,21,1,1,0,0,0,0,0,0,0,0,0,0,0,95238.0952380952,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,47619.0476190476,47619.0476190476,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1278,1643,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-54540-53-17,10.152.152.11,54540,10.152.152.10,53,17,23/02/2016 02:52:18 PM,513810,2,2,56,72,28,28,28,0,44,28,36,11.313708499,249.1193242638,7.7849788832,171270,296515.839929337,513657,75,75,75,0,75,75,78,78,0,78,78,0,0,0,0,16,16,3.8924894416,3.8924894416,28,44,31.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,39,28,36,0,0,0,0,4,249,0,14,0,18,0,0,1,8,0,0,0,0,1456253538314222,363102.160566417,1456253538570974,1456253538057470,Non-Tor,Browsing
10.152.152.11-192.230.68.216-57570-80-6,10.152.152.11,57570,192.230.68.216,80,6,23/02/2016 03:16:08 PM,182,1,1,0,0,0,0,0,0,0,0,0,0,0,10989.010989011,182,0,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5494.5054945055,5494.5054945055,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,1278,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
74.125.136.156-10.152.152.11-80-42309-6,74.125.136.156,80,10.152.152.11,42309,6,23/02/2016 02:00:19 PM,13,1,1,0,0,0,0,0,0,0,0,0,0,0,153846.153846154,13,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,76923.0769230769,76923.0769230769,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,1248,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-52031-53-17,10.152.152.11,52031,10.152.152.10,53,17,23/02/2016 02:52:11 PM,355141,2,2,74,90,37,37,37,0,53,37,45,11.313708499,461.7884164318,11.2631321081,118380.333333333,205007.843397108,355103,6,32,32,0,32,32,6,6,0,6,6,0,0,0,0,16,16,5.631566054,5.631566054,37,53,40.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,50.25,37,45,0,0,0,0,4,461,0,18,0,22,0,0,1,8,0,0,0,0,1456253531623420,251068.869262002,1456253531800955,1456253531445890,Non-Tor,Browsing
10.152.152.11-10.152.152.10-36110-53-17,10.152.152.11,36110,10.152.152.10,53,17,23/02/2016 02:24:16 PM,621079,2,2,74,90,37,37,37,0,53,37,45,11.313708499,264.0565853941,6.4404045218,207026.333333333,215456.13026631,430069,57,57,57,0,57,57,190953,190953,0,190953,190953,0,0,0,0,16,16,3.2202022609,3.2202022609,37,53,40.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,50.25,37,45,0,0,0,0,4,264,0,18,0,22,0,0,1,8,0,0,0,0,1456251856381210,169040.240003675,1456251856500738,1456251856261679,Non-Tor,Browsing
52.28.252.195-10.152.152.11-443-54818-6,52.28.252.195,443,10.152.152.11,54818,6,23/02/2016 02:06:10 PM,14,1,1,0,0,0,0,0,0,0,0,0,0,0,142857.142857143,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,71428.5714285714,71428.5714285714,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1072,2008,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-162.212.130.108-46474-80-6,10.152.152.11,46474,162.212.130.108,80,6,23/02/2016 02:34:50 PM,193,1,1,0,0,0,0,0,0,0,0,0,0,0,10362.6943005181,193,0,193,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5181.3471502591,5181.3471502591,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,981,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-58034-53-17,10.152.152.11,58034,10.152.152.10,53,17,23/02/2016 02:06:53 PM,357986,1,1,34,50,34,34,34,0,50,50,50,0,234.6460476108,5.5868106574,357986,0,357986,357986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.7934053287,2.7934053287,34,50,39.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,59,34,50,0,0,0,0,0,0,0,17,0,25,0,0,0,8,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-49162-53-17,10.152.152.11,49162,10.152.152.10,53,17,23/02/2016 02:24:02 PM,867005,2,2,86,102,43,43,43,0,59,43,51,11.313708499,216.8384265373,4.6135835433,289001.666666667,449177.719039283,806491,21,21,21,0,21,21,60493,60493,0,60493,60493,0,0,0,0,16,16,2.3067917717,2.3067917717,43,59,46.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,57.75,43,51,0,0,0,0,4,216,0,21,0,25,0,0,1,8,0,0,0,0,1456251842575300,527485.395309197,1456251842948292,1456251842202315,Non-Tor,Browsing
10.152.152.11-10.152.152.10-52036-53-17,10.152.152.11,52036,10.152.152.10,53,17,23/02/2016 02:01:51 PM,188895,2,2,90,106,45,45,45,0,61,45,53,11.313708499,1037.6134889754,21.1757854893,62965,109021.340062393,188852,18,25,25,0,25,25,18,18,0,18,18,0,0,0,0,16,16,10.5878927446,10.5878927446,45,61,48.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,60.25,45,53,0,0,0,0,4,1037,0,22,0,26,0,0,1,8,0,0,0,0,1456250511373880,133508.124249051,1456250511468285,1456250511279476,Non-Tor,Browsing
173.194.116.205-10.152.152.11-80-43405-6,173.194.116.205,80,10.152.152.11,43405,6,23/02/2016 02:30:31 PM,20,1,1,0,0,0,0,0,0,0,0,0,0,0,100000,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,50000,50000,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,980,913,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-49707-53-17,10.152.152.11,49707,10.152.152.10,53,17,23/02/2016 02:10:02 PM,1117453,2,2,60,76,30,30,30,0,46,30,38,11.313708499,121.7053424171,3.5795688946,372484.333333333,645078.652402429,1117357,23,73,73,0,73,73,23,23,0,23,23,0,0,0,0,16,16,1.7897844473,1.7897844473,30,46,33.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,41.5,30,38,0,0,0,0,0,0,0,15,0,19,0,0,1,8,0,0,0,0,1456251002992500,790022.829455263,1456251003551135,1456251002433874,Non-Tor,Browsing
10.152.152.11-217.147.88.119-39217-80-6,10.152.152.11,39217,217.147.88.119,80,6,23/02/2016 02:10:19 PM,206,1,1,0,0,0,0,0,0,0,0,0,0,0,9708.7378640777,206,0,206,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4854.3689320388,4854.3689320388,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,980,980,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-49927-53-17,10.152.152.11,49927,10.152.152.10,53,17,23/02/2016 02:42:28 PM,232629,2,2,60,76,30,30,30,0,46,30,38,11.313708499,584.6218657175,17.1947607564,77543,134236.535931914,232546,33,33,33,0,33,33,50,50,0,50,50,0,0,0,0,16,16,8.5973803782,8.5973803782,30,46,33.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,41.5,30,38,0,0,0,0,4,584,0,15,0,19,0,0,1,8,0,0,0,0,1456252948838260,164376.163674968,1456252948954490,1456252948722027,Non-Tor,Browsing
23.43.130.116-10.152.152.11-80-45406-6,23.43.130.116,80,10.152.152.11,45406,6,23/02/2016 02:54:14 PM,18,1,1,0,0,0,0,0,0,0,0,0,0,0,111111.111111111,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,55555.5555555556,55555.5555555556,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1022,989,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-36555-53-17,10.152.152.11,36555,10.152.152.10,53,17,23/02/2016 03:16:28 PM,621245,2,2,78,122,39,39,39,0,67,55,61,8.4852813742,321.9341805568,6.4386836111,207081.666666667,358520.084426707,621065,63,63,63,0,63,63,117,117,0,117,117,0,0,0,0,16,16,3.2193418056,3.2193418056,39,67,47.8,12.7749755381,163.2,0,0,0,0,0,0,0,0,1,59.75,39,61,0,0,0,0,4,321,0,19,0,30,0,0,1,8,0,0,0,0,1456254988422080,439031.99383701,1456254988732523,1456254988111638,Non-Tor,Browsing
10.152.152.11-10.152.152.10-60778-53-17,10.152.152.11,60778,10.152.152.10,53,17,23/02/2016 02:32:23 PM,303788,2,2,66,82,33,33,33,0,49,33,41,11.313708499,487.181850501,13.1670770406,101262.666666667,175347.050438077,303736,18,34,34,0,34,34,18,18,0,18,18,0,0,0,0,16,16,6.5835385203,6.5835385203,33,49,36.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,45.25,33,41,0,0,0,0,4,487,0,16,0,20,0,0,1,8,0,0,0,0,1456252343475650,214737.015737855,1456252343627489,1456252343323805,Non-Tor,Browsing
10.152.152.11-10.152.152.10-47651-53-17,10.152.152.11,47651,10.152.152.10,53,17,23/02/2016 02:06:52 PM,799758,2,2,70,86,35,35,35,0,51,35,43,11.313708499,195.0590053491,5.0015129577,266586,461676.410814978,799684,27,47,47,0,47,47,27,27,0,27,27,0,0,0,0,16,16,2.5007564788,2.5007564788,35,51,38.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,47.75,35,43,0,0,0,0,4,195,0,17,0,21,0,0,1,8,0,0,0,0,1456250813063924,565409.653304575,1456250813463729,1456250812664119,Non-Tor,Browsing
10.152.152.11-10.152.152.10-59117-53-17,10.152.152.11,59117,10.152.152.10,53,17,23/02/2016 02:31:14 PM,327389,1,1,30,46,30,30,30,0,46,46,46,0,232.1397481284,6.1089407402,327389,0,327389,327389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3.0544703701,3.0544703701,30,46,35.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,53,30,46,0,0,0,0,0,0,0,15,0,23,0,0,0,8,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-33994-53-17,10.152.152.11,33994,10.152.152.10,53,17,23/02/2016 02:09:17 PM,428220,2,2,72,88,36,36,36,0,52,36,44,11.313708499,373.639717902,9.3409929476,142740,247187.89896959,428168,23,29,29,0,29,29,23,23,0,23,23,0,0,0,0,16,16,4.6704964738,4.6704964738,36,52,39.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,49,36,44,0,0,0,0,4,373,0,18,0,22,0,0,1,8,0,0,0,0,1456250958046859,302723.72673446,1456250958260917,1456250957832801,Non-Tor,Browsing
10.152.152.11-10.152.152.10-50520-53-17,10.152.152.11,50520,10.152.152.10,53,17,23/02/2016 02:02:49 PM,165570,2,2,54,54,27,27,27,0,27,27,27,0,652.2920818989,24.1589659963,55190,95545.984724634,165517,26,27,27,0,27,27,26,26,0,26,26,0,0,0,0,16,16,12.0794829981,12.0794829981,27,27,27,0,0,0,0,0,0,0,0,0,0,1,33.75,27,27,0,0,0,0,4,652,0,13,0,13,0,0,1,8,0,0,0,0,1456250569399780,117000.716442251,1456250569482511,1456250569317047,Non-Tor,Browsing
10.152.152.11-104.155.53.183-57982-80-6,10.152.152.11,57982,104.155.53.183,80,6,23/02/2016 02:06:12 PM,154,1,1,0,0,0,0,0,0,0,0,0,0,0,12987.012987013,154,0,154,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6493.5064935065,6493.5064935065,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,1047,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-54.182.216.8-59002-80-6,10.152.152.11,59002,54.182.216.8,80,6,23/02/2016 02:44:57 PM,141,1,1,0,0,0,0,0,0,0,0,0,0,0,14184.3971631206,141,0,141,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7092.1985815603,7092.1985815603,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,980,980,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-42581-53-17,10.152.152.11,42581,10.152.152.10,53,17,23/02/2016 02:15:27 PM,528816,2,2,78,94,39,39,39,0,55,39,47,11.313708499,325.2549090799,7.564067653,176272,208481.404612018,406425,67,67,67,0,67,67,122324,122324,0,122324,122324,0,0,0,0,16,16,3.7820338265,3.7820338265,39,55,42.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,52.75,39,47,0,0,0,0,4,325,0,19,0,23,0,0,1,8,0,0,0,0,1456251328170854,200842.36748754,1456251328312871,1456251328028837,Non-Tor,Browsing
10.152.152.11-10.152.152.10-35454-53-17,10.152.152.11,35454,10.152.152.10,53,17,23/02/2016 03:16:22 PM,511333,2,2,64,80,32,32,32,0,48,32,40,11.313708499,281.6168719797,7.8226908883,170444.333333333,180269.908332848,359163,18,18,18,0,18,18,152152,152152,0,152152,152152,0,0,0,0,16,16,3.9113454442,3.9113454442,32,48,35.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,44,32,40,0,0,0,0,4,281,0,16,0,20,0,0,1,8,0,0,0,0,1456254982488880,146366.153958147,1456254982592377,1456254982385384,Non-Tor,Browsing
10.152.152.11-108.167.131.94-58626-443-6,10.152.152.11,58626,108.167.131.94,443,6,23/02/2016 02:12:53 PM,134,1,1,0,0,0,0,0,0,0,0,0,0,0,14925.3731343284,134,0,134,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7462.6865671642,7462.6865671642,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,1047,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-185.31.128.208-38430-80-6,10.152.152.11,38430,185.31.128.208,80,6,23/02/2016 02:52:29 PM,160,1,1,0,0,0,0,0,0,0,0,0,0,0,12500,160,0,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6250,6250,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1435,1643,0,20,0,0,0,0,0,0,0,0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-39318-53-17,10.152.152.11,39318,10.152.152.10,53,17,23/02/2016 01:58:59 PM,251905,2,2,160,176,80,80,80,0,96,80,88,11.313708499,1333.8361683968,15.8790020047,83968.3333333334,145395.850395853,251857,20,20,20,0,20,20,28,28,0,28,28,0,0,0,0,16,16,7.9395010024,7.9395010024,80,96,83.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,104,80,88,0,0,0,0,4,1333,0,40,0,44,0,0,1,8,0,0,0,0,1456250339398240,178055.851463803,1456250339524141,1456250339272332,Non-Tor,Browsing
