Date,Duration,Protocol,Src_IP,Src_Port,Dst_IP,Dst_Port,Flags,Tos,Packets,Bytes,Flows,Label
2011-08-18 10:20:13.948,0.000,UDP,147.32.84.229,13363,75.17.252.222,26734,INT,0,1,61,1,Background
2011-08-18 10:20:13.961,2.021,UDP,119.139.126.214,39662,147.32.84.229,13363,INT,0,2,146,1,Background
2011-08-18 10:20:13.961,2.021,UDP,147.32.84.229,13363,119.139.126.214,39662,INT,0,2,120,1,Background
2011-08-18 10:20:13.968,0.000,TCP,147.32.86.166,39433,209.85.148.105,80,A_,0,1,66,1,LEGITIMATE
2011-08-18 10:20:13.976,0.000,TCP,209.85.148.105,80,147.32.86.166,39433,A_,0,1,66,1,Background
2011-08-18 10:20:13.979,2.321,TCP,147.32.84.229,13363,95.102.14.149,44267,PA_,0,2,120,1,Background
2011-08-18 10:20:13.993,3.539,TCP,194.108.204.22,48749,147.32.84.138,8080,PA_,0,17,7659,1,Background
2011-08-18 10:20:13.993,3.507,TCP,147.32.84.138,8080,194.108.204.22,48749,PA_,0,10,4142,1,Background
2011-08-18 10:20:13.998,0.000,UDP,83.11.238.15,49910,147.32.86.239,161,INT,0,1,120,1,Background
2011-08-18 10:20:14.000,0.000,UDP,82.106.82.192,42217,147.32.84.229,13363,INT,0,1,77,1,Background
2011-08-18 10:20:14.001,0.000,UDP,147.32.84.229,13363,82.106.82.192,42217,INT,0,1,60,1,Background
2011-08-18 10:20:14.008,0.008,TCP,62.24.66.210,36590,147.32.84.229,443,PA_,0,2,554,1,Background
2011-08-18 10:20:14.009,0.000,TCP,147.32.84.229,443,62.24.66.210,36590,PA_,0,1,70,1,Background
2011-08-18 10:20:14.014,0.000,UDP,147.32.86.20,55433,147.32.80.9,53,,INT,0,1,84,Background
2011-08-18 10:20:14.014,0.000,UDP,147.32.80.9,53,,0,->,147.32.86.20:55433,INT,0,177,Background
2011-08-18 10:20:14.015,0.206,TCP,147.32.86.20,3568,188.138.84.239,80,FSPA_,0,14,969,1,Background
2011-08-18 10:20:14.019,0.000,UDP,147.32.85.89,59643,147.32.80.9,53,,INT,0,1,77,Background
2011-08-18 10:20:14.020,0.000,UDP,147.32.80.9,53,,0,->,147.32.85.89:59643,INT,0,127,Background
2011-08-18 10:20:14.026,0.291,TCP,82.51.90.115,16389,147.32.84.229,13363,PA_,0,3,321,1,Background
2011-08-18 10:20:14.037,0.000,UDP,77.124.135.153,23572,147.32.84.229,13363,INT,0,1,180,1,Background
2011-08-18 10:20:14.039,0.181,TCP,147.32.86.20,3568,188.138.84.239,80,_FSPA,0,24,29415,1,Background
2011-08-18 10:20:14.052,0.000,UDP,67.9.199.211,32801,147.32.84.229,13363,INT,0,1,73,1,Background
2011-08-18 10:20:14.053,0.000,UDP,147.32.84.229,13363,67.9.199.211,32801,INT,0,1,60,1,Background
2011-08-18 10:20:14.054,3.775,TCP,196.216.66.194,1072,147.32.84.229,443,PA_,0,3,189,1,Background
2011-08-18 10:20:14.064,0.206,UDP,147.32.84.68,51454,195.47.8.235,28900,INT,0,2,146,1,Background
2011-08-18 10:20:14.065,0.000,UDP,196.29.40.33,17614,147.32.84.229,13363,INT,0,1,79,1,Background
2011-08-18 10:20:14.065,0.000,UDP,147.32.84.229,13363,196.29.40.33,17614,INT,0,1,60,1,Background
2011-08-18 10:20:14.074,2.899,TCP,85.162.34.149,1893,147.32.84.118,6881,S_,0,2,124,1,Background
2011-08-18 10:20:14.074,0.000,UDP,147.32.86.165,12114,82.30.126.156,3972,INT,0,1,186,1,Background
2011-08-18 10:20:14.075,2.899,TCP,147.32.84.118,6881,85.162.34.149,1893,RA_,0,2,120,1,Background
2011-08-18 10:20:14.094,0.130,TCP,147.32.85.34,143,194.108.204.19,35149,PA_,0,5,659,1,Background
2011-08-18 10:20:14.095,0.000,UDP,80.195.14.78,51343,147.32.84.229,13363,INT,0,1,187,1,Background
2011-08-18 10:20:14.096,0.000,UDP,147.32.84.229,13363,80.195.14.78,51343,INT,0,1,62,1,Background
2011-08-18 10:20:14.099,0.489,TCP,147.32.84.118,2992,174.48.220.201,6881,_FSRPA,0,5,543,1,Background
2011-08-18 10:20:14.100,0.574,TCP,147.32.84.118,2993,66.255.249.90,6881,SRPA_,0,6,572,1,Background
2011-08-18 10:20:14.102,4.980,TCP,147.32.85.88,56949,147.32.80.13,80,,A_,0,53,3498,LEGITIMATE
2011-08-18 10:20:14.114,0.000,UDP,147.32.87.220,64719,46.135.73.0,19121,INT,0,1,60,1,Background
2011-08-18 10:20:14.124,0.075,TCP,194.242.41.77,61312,147.32.84.229,443,PA_,0,3,322,1,Background
2011-08-18 10:20:14.124,4.481,UDP,147.32.84.59,43087,24.4.101.240,19472,INT,0,2,2960,1,Background
2011-08-18 10:20:14.124,0.168,TCP,194.108.204.19,35149,147.32.85.34,143,PA_,0,6,576,1,Background
2011-08-18 10:20:14.125,0.000,UDP,147.32.84.229,13363,62.178.70.100,19068,INT,0,1,173,1,Background
2011-08-18 10:20:14.129,0.000,UDP,147.32.84.118,1153,217.172.29.115,6881,INT,0,1,107,1,Background
2011-08-18 10:20:14.130,4.597,TCP,147.32.86.110,48190,188.95.61.42,53389,PA_,0,308,36127,1,Background
2011-08-18 10:20:14.132,0.000,UDP,82.30.126.156,3972,147.32.86.165,12114,INT,0,1,62,1,Background
2011-08-18 10:20:14.136,0.000,ARP,147.32.87.29,0,,0,->,147.32.87.54,,INT,1,Background
2011-08-18 10:20:14.147,0.186,TCP,82.177.229.240,1026,147.32.84.229,13363,PA_,0,2,302,1,Background
2011-08-18 10:20:14.147,0.000,TCP,147.32.84.229,13363,82.177.229.240,1026,PA_,0,1,60,1,Background
2011-08-18 10:20:14.154,0.000,UDP,62.178.70.100,19068,147.32.84.229,13363,INT,0,1,62,1,Background
2011-08-18 10:20:14.154,0.023,TCP,147.32.84.229,443,194.242.41.77,61312,PA_,0,2,144,1,Background
2011-08-18 10:20:14.155,0.000,TCP,74.125.39.125,5222,147.32.85.120,38954,PA_,0,1,103,1,Background
2011-08-18 10:20:14.168,0.000,TCP,223.255.226.136,6881,147.32.84.118,2981,SA_,0,1,60,1,Background
2011-08-18 10:20:14.173,0.000,UDP,46.51.108.40,51002,147.32.84.229,13363,INT,0,1,181,1,Background
2011-08-18 10:20:14.174,0.000,UDP,147.32.84.229,13363,46.51.108.40,51002,INT,0,1,73,1,Background
2011-08-18 10:20:14.184,4.542,TCP,188.95.61.42,53389,147.32.86.110,48190,PA_,0,201,87080,1,Background
2011-08-18 10:20:14.191,0.000,UDP,77.85.22.15,34818,147.32.84.229,13363,INT,0,1,161,1,Background
2011-08-18 10:20:14.191,0.000,UDP,147.32.84.229,13363,77.85.22.15,34818,INT,0,1,62,1,Background
2011-08-18 10:20:14.197,0.061,TCP,147.32.84.229,13363,82.51.90.115,16389,PA_,0,2,136,1,Background
2011-08-18 10:20:14.203,0.000,UDP,193.227.184.1,47282,147.32.84.229,13363,INT,0,1,75,1,Background
2011-08-18 10:20:14.203,0.000,UDP,147.32.84.229,13363,193.227.184.1,47282,INT,0,1,60,1,Background
2011-08-18 10:20:14.216,0.523,TCP,141.192.90.67,57466,147.32.84.229,13363,PA_,0,3,185,1,Background
2011-08-18 10:20:14.216,0.262,TCP,147.32.84.229,13363,141.192.90.67,57466,PA_,0,2,769,1,Background
2011-08-18 10:20:14.228,0.000,TCP,147.32.85.120,38954,74.125.39.125,5222,A_,0,1,66,1,LEGITIMATE
2011-08-18 10:20:14.234,0.198,TCP,81.90.173.232,3491,147.32.84.229,13363,PA_,0,2,356,1,Background
2011-08-18 10:20:14.234,0.000,TCP,147.32.84.229,13363,81.90.173.232,3491,PA_,0,1,60,1,Background
2011-08-18 10:20:14.254,0.568,TCP,147.32.84.118,2993,66.255.249.90,6881,_FSRPA,0,5,509,1,Background
2011-08-18 10:20:14.255,2.917,TCP,147.32.84.118,2994,78.98.228.168,6881,S_,0,2,124,1,Background
2011-08-18 10:20:14.259,0.000,UDP,147.32.84.229,13363,68.37.144.204,22497,INT,0,1,79,1,Background
2011-08-18 10:20:14.259,0.000,UDP,147.32.84.229,13363,149.5.45.251,43016,INT,0,1,60,1,Background
2011-08-18 10:20:14.259,4.385,TCP,147.32.84.229,13363,192.166.145.6,49198,PA_,0,7,423,1,Background
2011-08-18 10:20:14.261,0.000,UDP,58.251.123.154,41113,147.32.84.229,13363,INT,0,1,76,1,Background
2011-08-18 10:20:14.262,0.000,UDP,147.32.84.229,13363,58.251.123.154,41113,INT,0,1,1018,1,Background
2011-08-18 10:20:14.271,0.000,UDP,195.47.8.235,28900,147.32.84.68,51454,INT,0,1,60,1,Background
2011-08-18 10:20:14.285,4.938,TCP,147.32.80.13,80,,0,->,147.32.85.88:56949,PA_,0,87100,LEGITIMATE
2011-08-18 10:20:14.293,4.917,TCP,195.187.155.2,35612,147.32.84.229,443,PA_,0,5,392,1,Background
2011-08-18 10:20:14.294,0.000,UDP,147.32.84.229,13363,218.160.248.68,36575,INT,0,1,76,1,Background
2011-08-18 10:20:14.305,0.000,UDP,149.5.45.251,43016,147.32.84.229,13363,INT,0,4,5107,1,Background
2011-08-18 10:20:14.307,0.000,UDP,147.32.84.59,58120,147.32.80.9,53,,INT,0,1,77,Background
2011-08-18 10:20:14.307,2.233,TCP,147.32.84.59,49193,63.245.221.10,443,SPA_,0,8,1425,1,Background
2011-08-18 10:20:14.307,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.59:58120,INT,0,215,Background
2011-08-18 10:20:14.307,0.000,UDP,147.32.84.138,60596,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:20:14.308,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:60596,INT,0,133,Background
2011-08-18 10:20:14.308,0.000,UDP,147.32.84.59,63833,147.32.80.9,53,,INT,0,1,77,Background
2011-08-18 10:20:14.308,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.59:63833,INT,0,127,Background
2011-08-18 10:20:14.309,0.000,UDP,147.32.84.138,38147,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:20:14.309,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:38147,INT,0,133,Background
2011-08-18 10:20:14.314,0.000,UDP,147.32.84.138,40853,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:20:14.314,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:40853,INT,0,133,Background
2011-08-18 10:20:14.314,0.197,TCP,199.47.216.146,80,147.32.86.208,8082,PA_,0,2,293,1,Background
2011-08-18 10:20:14.315,0.000,UDP,147.32.84.138,55067,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:20:14.315,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:55067,INT,0,133,Background
2011-08-18 10:20:14.318,0.000,TCP,147.32.86.208,8082,199.47.216.146,80,PA_,0,1,245,1,Background
2011-08-18 10:20:14.319,0.000,UDP,147.32.85.34,50615,147.32.80.9,53,,INT,0,1,85,Background
2011-08-18 10:20:14.320,0.000,UDP,147.32.80.9,53,,0,->,147.32.85.34:50615,INT,0,238,Background
2011-08-18 10:20:14.320,0.000,UDP,147.32.84.138,57407,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:20:14.320,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:57407,INT,0,133,Background
2011-08-18 10:20:14.322,0.000,UDP,147.32.84.138,43385,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:20:14.322,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:43385,INT,0,133,Background
2011-08-18 10:20:14.327,0.000,UDP,147.32.84.138,49048,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:20:14.327,0.000,UDP,147.32.84.138,52907,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:20:14.327,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:49048,INT,0,133,Background
2011-08-18 10:20:14.327,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:52907,INT,0,133,Background
2011-08-18 10:20:14.329,0.000,UDP,222.106.64.106,21690,147.32.84.229,13363,INT,0,1,74,1,Background
2011-08-18 10:20:14.330,0.000,UDP,147.32.84.229,13363,222.106.64.106,21690,INT,0,1,60,1,Background
2011-08-18 10:20:14.333,4.999,UDP,147.32.84.94,7103,178.200.203.145,7300,INT,0,108,117020,1,Background
2011-08-18 10:20:14.333,0.000,UDP,147.32.84.138,48665,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:20:14.333,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:48665,INT,0,133,Background
2011-08-18 10:20:14.335,0.000,UDP,147.32.84.138,54125,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:20:14.335,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:54125,INT,0,133,Background
2011-08-18 10:20:14.340,0.000,UDP,147.32.84.138,48315,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:20:14.340,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:48315,INT,0,133,Background
2011-08-18 10:20:14.340,0.000,UDP,147.32.84.138,60595,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:20:14.340,2.454,TCP,147.32.84.59,49505,208.88.186.4,34037,PA_,0,4,240,1,Background
2011-08-18 10:20:14.340,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:60595,INT,0,133,Background
2011-08-18 10:20:14.346,0.000,UDP,147.32.84.138,47875,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:20:14.346,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:47875,INT,0,133,Background
2011-08-18 10:20:14.352,0.000,UDP,147.32.84.138,55900,147.32.80.9,53,,INT,0,1,81,Background
2011-08-18 10:20:14.352,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.138:55900,INT,0,133,Background
2011-08-18 10:20:14.356,0.000,TCP,192.168.85.32,2981,223.255.226.136,6881,A_,0,1,60,1,Background
2011-08-18 10:20:14.363,0.000,UDP,202.65.161.40,46965,147.32.84.229,13363,INT,0,1,188,1,Background
2011-08-18 10:20:14.364,0.000,UDP,147.32.84.229,13363,202.65.161.40,46965,INT,0,1,62,1,Background
2011-08-18 10:20:14.370,1.499,TCP,195.160.252.45,23948,147.32.84.229,13363,PA_,0,2,134,1,Background
2011-08-18 10:20:14.381,4.999,TCP,115.184.37.24,49234,147.32.84.2,80,,A_,0,23,1386,Background
2011-08-18 10:20:14.381,4.999,TCP,147.32.84.2,80,,0,->,115.184.37.24:49234,PA_,0,83270,Background
2011-08-18 10:20:14.389,4.802,UDP,81.57.190.106,6911,147.32.84.94,7103,INT,0,4,312,1,Background
2011-08-18 10:20:14.392,0.004,UDP,68.37.144.204,22497,147.32.84.229,13363,INT,0,2,385,1,Background
2011-08-18 10:20:14.416,4.794,TCP,147.32.84.229,443,195.187.155.2,35612,PA_,0,5,302,1,Background
2011-08-18 10:20:14.424,3.525,TCP,130.37.31.212,51461,147.32.84.229,13363,PA_,0,4,398,1,Background
2011-08-18 10:20:14.444,0.000,UDP,220.215.196.133,16902,147.32.84.229,13363,INT,0,1,60,1,Background
2011-08-18 10:20:14.447,0.000,UDP,147.32.84.229,13363,220.215.196.133,16902,INT,0,3,2917,1,Background
2011-08-18 10:20:14.456,0.000,TCP,147.32.84.118,2984,46.35.140.83,6881,S_,0,1,62,1,Background
2011-08-18 10:20:14.458,0.000,TCP,147.32.84.59,49676,80.239.149.26,80,FA_,0,1,66,1,Background
2011-08-18 10:20:14.458,0.000,TCP,147.32.84.59,49674,80.239.149.26,80,FA_,0,1,66,1,Background
2011-08-18 10:20:14.465,0.000,TCP,80.239.149.26,80,147.32.84.59,49676,A_,0,1,66,1,Background
2011-08-18 10:20:14.465,0.000,TCP,80.239.149.26,80,147.32.84.59,49674,A_,0,1,66,1,Background
2011-08-18 10:20:14.470,4.993,TCP,147.32.86.24,31002,151.41.188.39,49615,PA_,0,18,2130,1,Background
2011-08-18 10:20:14.481,1.119,TCP,147.32.84.59,49195,63.245.221.10,443,SPA_,0,5,478,1,Background
2011-08-18 10:20:14.486,4.493,TCP,147.32.86.88,3389,147.32.82.101,57919,PA_,0,13,1727,1,Background
2011-08-18 10:20:14.502,1.842,TCP,63.245.221.10,443,147.32.84.59,49193,SPA_,0,9,5995,1,Background
2011-08-18 10:20:14.526,0.737,TCP,147.32.84.229,13363,195.160.252.45,23948,PA_,0,2,134,1,Background
2011-08-18 10:20:14.529,0.000,TCP,147.32.86.111,1071,205.188.8.254,443,PA_,0,1,60,1,Background
2011-08-18 10:20:14.531,4.387,TCP,192.166.145.6,49198,147.32.84.229,13363,PA_,0,7,1294,1,Background
2011-08-18 10:20:14.535,4.521,UDP,24.4.101.240,19472,147.32.84.59,43087,INT,0,2,124,1,Background
2011-08-18 10:20:14.561,0.000,UDP,221.190.97.27,48615,147.32.84.229,13363,INT,0,1,77,1,Background
2011-08-18 10:20:14.562,0.000,UDP,147.32.84.229,13363,221.190.97.27,48615,INT,0,1,1112,1,Background
2011-08-18 10:20:14.565,4.690,TCP,211.101.37.103,52424,147.32.84.2,80,,A_,0,103,6462,Background
2011-08-18 10:20:14.565,4.690,TCP,147.32.84.2,80,,0,->,211.101.37.103:52424,PA_,0,204680,Background
2011-08-18 10:20:14.577,0.000,UDP,213.226.63.145,63266,147.32.85.56,44076,INT,0,1,63,1,Background
2011-08-18 10:20:14.578,0.000,UDP,147.32.85.56,44076,213.226.63.145,63266,INT,0,1,63,1,Background
2011-08-18 10:20:14.599,0.000,TCP,147.32.84.59,49176,205.188.10.189,443,PA_,0,1,64,1,Background
2011-08-18 10:20:14.604,0.246,TCP,147.32.85.114,49173,213.146.189.203,12350,PA_,0,2,120,1,Background
2011-08-18 10:20:14.605,0.000,TCP,86.63.194.232,80,147.32.84.59,53627,SA_,0,1,62,1,Background
2011-08-18 10:20:14.607,0.000,UDP,147.32.84.59,60276,83.228.83.28,45139,INT,0,1,175,1,Background
2011-08-18 10:20:14.624,3.719,TCP,2.199.76.174,50277,147.32.84.229,13363,SPA_,0,5,426,1,Background
2011-08-18 10:20:14.624,3.719,TCP,147.32.84.229,13363,2.199.76.174,50277,PA_,0,4,302,1,Background
2011-08-18 10:20:14.635,3.297,TCP,147.32.84.229,13363,130.37.31.212,51461,PA_,0,4,276,1,Background
2011-08-18 10:20:14.636,0.579,TCP,147.32.86.223,36085,195.130.82.45,443,PA_,0,3,307,1,Background
2011-08-18 10:20:14.644,0.000,UDP,96.241.153.175,62366,147.32.84.229,13363,INT,0,1,75,1,Background
2011-08-18 10:20:14.645,0.000,UDP,147.32.84.229,13363,96.241.153.175,62366,INT,0,1,60,1,Background
2011-08-18 10:20:14.646,0.000,TCP,205.188.8.254,443,147.32.86.111,1071,A_,0,1,60,1,Background
2011-08-18 10:20:14.651,0.000,TCP,213.146.189.203,12350,147.32.85.114,49173,PA_,0,1,60,1,Background
2011-08-18 10:20:14.652,2.026,UDP,147.32.84.229,13363,188.186.36.173,4698,INT,0,2,366,1,Background
2011-08-18 10:20:14.655,0.000,UDP,83.228.83.28,45139,147.32.84.59,60276,INT,0,1,62,1,Background
2011-08-18 10:20:14.663,0.719,TCP,63.245.221.10,443,147.32.84.59,49195,SPA_,0,6,4852,1,Background
2011-08-18 10:20:14.664,3.952,TCP,194.108.204.19,53895,147.32.84.138,8080,PA_,0,9,3516,1,Background
2011-08-18 10:20:14.664,3.920,TCP,147.32.84.138,8080,194.108.204.19,53895,PA_,0,6,1972,1,Background
2011-08-18 10:20:14.672,0.000,UDP,218.160.248.68,36575,147.32.84.229,13363,INT,0,1,60,1,Background
2011-08-18 10:20:14.674,0.102,TCP,147.32.84.59,52640,74.125.232.213,443,PA_,0,4,2161,1,LEGITIMATE
2011-08-18 10:20:14.681,0.000,ARP,147.32.87.53,0,,0,->,147.32.87.55,,INT,1,Background
2011-08-18 10:20:14.682,0.094,TCP,74.125.232.213,443,147.32.84.59,52640,PA_,0,3,1268,1,Background
2011-08-18 10:20:14.686,0.000,UDP,78.186.195.247,7651,147.32.84.229,13363,INT,0,1,75,1,Background
2011-08-18 10:20:14.687,0.000,UDP,147.32.84.229,13363,78.186.195.247,7651,INT,0,1,60,1,Background
2011-08-18 10:20:14.688,4.491,TCP,147.32.82.101,57919,147.32.86.88,3389,A_,0,11,660,1,Background
2011-08-18 10:20:14.698,0.000,UDP,147.32.86.111,52282,192.168.1.99,161,INT,0,1,120,1,Background
2011-08-18 10:20:14.701,0.000,UDP,195.122.213.179,60229,147.32.84.229,13363,INT,0,1,181,1,Background
2011-08-18 10:20:14.702,4.745,TCP,147.32.84.229,13363,195.122.213.179,2953,PA_,0,9,821,1,Background
2011-08-18 10:20:14.704,0.000,UDP,147.32.84.59,54010,147.32.193.105,1194,INT,0,1,95,1,Background
2011-08-18 10:20:14.708,0.000,UDP,86.68.229.48,6881,147.32.84.118,6881,INT,0,1,107,1,Background
2011-08-18 10:20:14.708,0.000,ICMP,147.32.84.118,0,,0,->,86.68.229.48,,URP,1,Background
2011-08-18 10:20:14.716,0.000,TCP,205.188.10.189,443,147.32.84.59,49176,A_,0,1,60,1,Background
2011-08-18 10:20:14.723,0.000,UDP,217.111.37.138,60380,147.32.84.229,13363,INT,0,1,72,1,Background
2011-08-18 10:20:14.724,0.000,UDP,147.32.84.229,13363,217.111.37.138,60380,INT,0,1,60,1,Background
2011-08-18 10:20:14.726,0.000,UDP,147.32.84.59,61173,147.32.80.9,53,,INT,0,1,73,Background
2011-08-18 10:20:14.726,0.000,UDP,147.32.80.9,53,,0,->,147.32.84.59:61173,INT,0,148,Background
2011-08-18 10:20:14.738,0.000,UDP,147.32.84.229,13363,77.124.135.153,23572,INT,0,1,75,1,Background
2011-08-18 10:20:14.742,0.000,UDP,71.232.8.56,16729,147.32.84.229,13363,INT,0,1,85,1,Background
2011-08-18 10:20:14.743,0.000,UDP,147.32.84.229,13363,71.232.8.56,16729,INT,0,2,435,1,Background
2011-08-18 10:20:14.766,0.000,UDP,147.32.84.59,43087,67.160.121.194,16673,INT,0,1,1480,1,Background
2011-08-18 10:20:14.768,0.247,TCP,195.130.82.45,443,147.32.86.223,36085,PA_,0,2,134,1,Background
2011-08-18 10:20:14.778,4.999,TCP,151.41.188.39,49615,147.32.86.24,31002,PA_,0,18,1080,1,Background
2011-08-18 10:20:14.790,0.000,UDP,95.208.235.214,26767,147.32.84.229,13363,INT,0,1,72,1,Background
2011-08-18 10:20:14.791,0.000,UDP,96.50.254.3,17600,147.32.84.229,13363,INT,0,1,72,1,Background
2011-08-18 10:20:14.791,0.000,UDP,147.32.84.229,13363,95.208.235.214,26767,INT,0,1,60,1,Background
2011-08-18 10:20:14.791,0.000,UDP,147.32.84.229,13363,96.50.254.3,17600,INT,0,1,60,1,Background
2011-08-18 10:20:14.819,0.000,TCP,147.32.84.184,35326,209.85.148.103,443,A_,0,1,60,1,LEGITIMATE
2011-08-18 10:20:14.826,0.000,UDP,147.32.86.20,51134,147.32.80.9,53,,INT,0,1,84,Background
2011-08-18 10:20:14.826,0.000,UDP,147.32.80.9,53,,0,->,147.32.86.20:51134,INT,0,177,Background
2011-08-18 10:20:14.826,0.206,TCP,147.32.86.20,3569,188.138.84.239,80,FSPA_,0,15,1029,1,Background
2011-08-18 10:20:14.828,0.000,TCP,209.85.148.103,443,147.32.84.184,35326,A_,0,1,60,1,Background
2011-08-18 10:20:14.835,0.000,TCP,86.63.194.225,80,147.32.84.59,53619,SA_,0,1,62,1,Background
2011-08-18 10:20:14.847,0.000,UDP,112.104.90.87,63506,147.32.84.229,443,INT,0,1,60,1,Background
2011-08-18 10:20:14.847,0.000,UDP,147.32.84.229,443,112.104.90.87,63506,INT,0,1,68,1,Background
2011-08-18 10:20:14.847,4.435,TCP,195.122.213.179,2953,147.32.84.229,13363,PA_,0,6,432,1,Background
2011-08-18 10:20:14.852,0.181,TCP,147.32.86.20,3569,188.138.84.239,80,_FSPA,0,23,28975,1,Background
2011-08-18 10:20:14.858,0.000,UDP,147.32.84.229,13363,195.122.213.179,60229,INT,0,1,80,1,Background
2011-08-18 10:20:14.864,0.000,UDP,175.139.233.172,62720,147.32.84.229,13363,INT,0,1,600,1,Background
2011-08-18 10:20:14.866,0.000,UDP,147.32.84.229,13363,175.139.233.172,62720,INT,0,1,60,1,Background
2011-08-18 10:20:14.869,0.000,UDP,147.32.84.59,43087,201.209.15.135,42264,INT,0,1,1480,1,Background
2011-08-18 10:20:14.874,0.000,TCP,86.63.194.225,80,147.32.84.59,53620,SA_,0,1,62,1,Background
2011-08-18 10:20:14.877,0.000,UDP,68.4.172.193,49357,147.32.84.229,13363,INT,0,1,183,1,Background
2011-08-18 10:20:14.878,0.120,TCP,147.32.86.187,49424,69.171.242.39,80,PA_,0,3,1379,1,Background
2011-08-18 10:20:14.878,0.000,UDP,147.32.84.229,13363,68.4.172.193,49357,INT,0,1,62,1,Background
2011-08-18 10:20:14.879,4.299,TCP,217.23.12.236,56263,147.32.84.2,80,,SPA_,0,7,866,Background
2011-08-18 10:20:14.879,3.593,TCP,147.32.84.2,80,,0,->,217.23.12.236:56263,SPA_,0,6053,Background
2011-08-18 10:20:14.882,4.660,TCP,217.23.12.236,56264,147.32.84.2,80,,SPA_,0,20,2133,Background
2011-08-18 10:20:14.882,3.962,TCP,147.32.84.2,80,,0,->,217.23.12.236:56264,SPA_,0,24320,Background
2011-08-18 10:20:14.884,0.000,UDP,88.233.46.102,32171,147.32.84.229,13363,INT,0,1,177,1,Background
2011-08-18 10:20:14.884,4.757,TCP,217.23.12.236,56265,147.32.84.2,80,,SPA_,0,22,2260,Background
2011-08-18 10:20:14.884,4.049,TCP,147.32.84.2,80,,0,->,217.23.12.236:56265,SPA_,0,26512,Background
2011-08-18 10:20:14.885,0.000,UDP,147.32.84.229,13363,88.233.46.102,32171,INT,0,1,62,1,Background
2011-08-18 10:20:14.887,2.018,TCP,217.23.12.236,56266,147.32.84.2,80,,SPA_,0,8,926,Background
2011-08-18 10:20:14.887,1.287,TCP,147.32.84.2,80,,0,->,217.23.12.236:56266,SPA_,0,6083,Background
2011-08-18 10:20:14.929,0.407,TCP,80.226.24.14,8203,147.32.84.229,80,PA_,0,2,120,1,Background
2011-08-18 10:20:14.948,3.542,TCP,147.32.84.229,13363,178.145.15.202,53414,PA_,0,5,813,1,Background
2011-08-18 10:20:14.955,0.021,UDP,158.75.30.37,19880,147.32.86.165,12114,INT,0,2,147,1,Background
2011-08-18 10:20:14.955,0.021,UDP,147.32.86.165,12114,158.75.30.37,19880,INT,0,2,153,1,Background
2011-08-18 10:20:14.955,4.745,UDP,114.78.14.160,31011,147.32.84.59,43087,INT,0,2,124,1,Background
2011-08-18 10:20:14.967,0.000,TCP,173.212.245.210,80,147.32.85.121,3072,SA_,0,1,62,1,Background
2011-08-18 10:20:14.967,0.000,ICMP,147.32.85.121,0,,0,->,173.212.245.210,,URHPRO,1,Background
2011-08-18 10:20:14.977,0.020,TCP,69.171.242.39,80,147.32.86.187,49424,PA_,0,3,777,1,Background
2011-08-18 10:20:14.987,0.000,UDP,65.32.145.40,14045,147.32.84.229,13363,INT,0,1,79,1,Background
2011-08-18 10:20:14.988,0.000,UDP,147.32.84.229,13363,65.32.145.40,14045,INT,0,2,390,1,Background
2011-08-18 10:20:14.988,0.201,TCP,147.32.84.229,443,62.2.131.1,19513,PA_,0,2,147,1,Background
2011-08-18 10:20:14.995,4.834,TCP,196.215.149.159,1107,147.32.84.229,13363,PA_,0,10,661,1,Background
2011-08-18 10:20:14.995,4.999,TCP,147.32.84.229,13363,196.215.149.159,1107,PA_,0,9,1507,1,Background
