Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Attack Name,Label,Attack_Type
192.168.137.250-192.168.137.156-1883-58628-6,192.168.137.250,1883,192.168.137.156,58628,6,29/08/2023 05:05:52 PM,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48925.05648691151,1018.0270129977274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58586-6,192.168.137.250,1883,192.168.137.156,58586,6,29/08/2023 05:05:52 PM,26577,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.25303834142304,26577.0,0.0,26577.0,26577.0,26577.0,26577.0,0.0,26577.0,26577.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,75.25303834142304,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58618-6,192.168.137.250,1883,192.168.137.156,58618,6,29/08/2023 05:05:52 PM,3078,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.772579597141,3078.0,0.0,3078.0,3078.0,3078.0,3078.0,0.0,3078.0,3078.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,649.772579597141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58618-6,192.168.137.250,1883,192.168.137.156,58618,6,29/08/2023 05:05:52 PM,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48925.05648691151,1018.0270129977274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.212-1883-46442-6,192.168.137.250,1883,192.168.137.212,46442,6,29/08/2023 05:05:52 PM,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48925.05648691151,1018.0270129977274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58608-6,192.168.137.250,1883,192.168.137.156,58608,6,29/08/2023 05:05:52 PM,7472,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.66595289079225,7472.0,0.0,7472.0,7472.0,7472.0,7472.0,0.0,7472.0,7472.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,267.66595289079225,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58614-6,192.168.137.250,1883,192.168.137.156,58614,6,29/08/2023 05:05:52 PM,4393,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.2697473252902,4393.0,0.0,4393.0,4393.0,4393.0,4393.0,0.0,4393.0,4393.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,455.2697473252902,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58556-6,192.168.137.250,1883,192.168.137.156,58556,6,29/08/2023 05:05:52 PM,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48925.05648691151,1018.0270129977274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.212-1883-46440-6,192.168.137.250,1883,192.168.137.212,46440,6,29/08/2023 05:05:52 PM,4369,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.7706569008927,4369.0,0.0,4369.0,4369.0,4369.0,4369.0,0.0,4369.0,4369.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,457.7706569008927,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.212-1883-46442-6,192.168.137.250,1883,192.168.137.212,46442,6,29/08/2023 05:05:52 PM,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48925.05648691151,1018.0270129977274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58588-6,192.168.137.250,1883,192.168.137.156,58588,6,29/08/2023 05:05:52 PM,24540,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.49959250203749,24540.0,0.0,24540.0,24540.0,24540.0,24540.0,0.0,24540.0,24540.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,81.49959250203749,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58584-6,192.168.137.250,1883,192.168.137.156,58584,6,29/08/2023 05:05:52 PM,42159,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.43945539505207,42159.0,0.0,42159.0,42159.0,42159.0,42159.0,0.0,42159.0,42159.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,47.43945539505207,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58582-6,192.168.137.250,1883,192.168.137.156,58582,6,29/08/2023 05:05:52 PM,14197,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.87483271113615,14197.0,0.0,14197.0,14197.0,14197.0,14197.0,0.0,14197.0,14197.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,140.87483271113615,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58608-6,192.168.137.250,1883,192.168.137.156,58608,6,29/08/2023 05:05:52 PM,1523,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1313.197636244255,1523.0,0.0,1523.0,1523.0,1523.0,1523.0,0.0,1523.0,1523.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1313.197636244255,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58554-6,192.168.137.250,1883,192.168.137.156,58554,6,29/08/2023 05:05:52 PM,1492,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.4825737265414,1492.0,0.0,1492.0,1492.0,1492.0,1492.0,0.0,1492.0,1492.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1340.4825737265414,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58614-6,192.168.137.250,1883,192.168.137.156,58614,6,29/08/2023 05:05:52 PM,3011,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.2311524410495,3011.0,0.0,3011.0,3011.0,3011.0,3011.0,0.0,3011.0,3011.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,664.2311524410495,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.212-1883-46440-6,192.168.137.250,1883,192.168.137.212,46440,6,29/08/2023 05:05:52 PM,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48925.05648691151,1018.0270129977274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58554-6,192.168.137.250,1883,192.168.137.156,58554,6,29/08/2023 05:05:52 PM,10669,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.45899334520576,10669.0,0.0,10669.0,10669.0,10669.0,10669.0,0.0,10669.0,10669.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,187.45899334520576,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58616-6,192.168.137.250,1883,192.168.137.156,58616,6,29/08/2023 05:05:52 PM,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48925.05648691151,1018.0270129977274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58570-6,192.168.137.250,1883,192.168.137.156,58570,6,29/08/2023 05:05:52 PM,13680,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.19883040935673,13680.0,0.0,13680.0,13680.0,13680.0,13680.0,0.0,13680.0,13680.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,146.19883040935673,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58588-6,192.168.137.250,1883,192.168.137.156,58588,6,29/08/2023 05:05:52 PM,13527,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.8524432616249,13527.0,0.0,13527.0,13527.0,13527.0,13527.0,0.0,13527.0,13527.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,147.8524432616249,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58554-6,192.168.137.250,1883,192.168.137.156,58554,6,29/08/2023 05:05:52 PM,2596,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.4160246533129,2596.0,0.0,2596.0,2596.0,2596.0,2596.0,0.0,2596.0,2596.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,770.4160246533129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58608-6,192.168.137.250,1883,192.168.137.156,58608,6,29/08/2023 05:05:52 PM,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48925.05648691151,1018.0270129977274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58616-6,192.168.137.250,1883,192.168.137.156,58616,6,29/08/2023 05:05:52 PM,2596,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.4160246533129,2596.0,0.0,2596.0,2596.0,2596.0,2596.0,0.0,2596.0,2596.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,770.4160246533129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58700-6,192.168.137.250,1883,192.168.137.156,58700,6,29/08/2023 05:05:50 PM,1533576,5,3,4.0,31.0,4.0,0.0,0.8,1.7888543819998317,31.0,0.0,10.333333333333334,17.8978583448784,22.82247505177441,5.216565726119866,219082.2857142857,190830.90810864844,448567.0,0.0,1533576.0,383394.0,288356.9514785451,696742.0,0.0,697173.0,348586.5,473336.57221949374,683286.0,13887.0,0,0,0,0,156,104,3.2603535788249163,1.9562121472949496,0.0,31.0,3.888888888888889,10.252370999486466,105.11111111111111,1,2,1,2,6,0,0,0,0.0,4.375,0.8,10.333333333333334,0,0,0,0,0,0,0,0,0,0,65160,502,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58700-6,192.168.137.250,1883,192.168.137.156,58700,6,29/08/2023 05:05:52 PM,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48925.05648691151,1018.0270129977274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58700-6,192.168.137.250,1883,192.168.137.156,58700,6,29/08/2023 05:05:52 PM,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48925.05648691151,1018.0270129977274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58700-6,192.168.137.250,1883,192.168.137.156,58700,6,29/08/2023 05:05:52 PM,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48925.05648691151,1018.0270129977274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.156-1883-58700-6,192.168.137.250,1883,192.168.137.156,58700,6,29/08/2023 05:05:52 PM,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48925.05648691151,1018.0270129977274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.212-192.168.137.250-46276-1883-6,192.168.137.212,46276,192.168.137.250,1883,6,29/08/2023 05:05:46 PM,5860535,169,109,202117.0,4.0,1448.0,0.0,1195.9585798816577,417.4151518433984,4.0,0.0,0.036697247706422,0.3831305140884605,34488.48953209903,47.43594228172002,21157.16606498196,76477.97990130178,699536.0,0.0,5857348.0,34865.166666666686,142681.78064367123,1070647.0,0.0,5186060.0,48019.07407407405,154013.08439473415,1037871.0,0.0,0,0,0,0,5424,3504,28.83695771802404,18.59898456369598,0.0,1448.0,724.4480286738349,669.3951016741761,448089.8021453805,1,4,0,101,276,0,0,0,0.0,727.0539568345324,1195.9585798816568,0.036697247706422,0,0,0,202086,163,56350,0,0,0,0,64240,2776,164,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.212-192.168.137.250-46452-1883-6,192.168.137.212,46452,192.168.137.250,1883,6,29/08/2023 05:05:51 PM,919502,11,1,9265.0,0.0,1448.0,0.0,842.2727272727271,626.2378287694047,0.0,0.0,0.0,0.0,10076.106414124166,13.05054257630761,83591.0909090909,251554.422337376,840653.0,5.0,78849.0,7884.9,16121.987604579725,50706.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,352,20,11.962997361615308,1.0875452146923008,0.0,1448.0,712.6923076923076,653.3440115558552,426858.3974358975,0,0,1,7,11,0,0,0,0.0,772.0833333333334,842.2727272727273,0.0,0,0,0,9265,10,120014,0,0,0,0,502,0,10,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.212-1883-46456-6,192.168.137.250,1883,192.168.137.212,46456,6,29/08/2023 05:05:51 PM,1183751,2,11,0.0,9265.0,0.0,0.0,0.0,0.0,1448.0,0.0,842.2727272727271,626.2378287694047,7826.814929828993,10.982039297115694,98645.91666666666,245361.8415555644,840568.0,0.0,1183751.0,1183751.0,0.0,1183751.0,1183751.0,79372.0,7937.2,15699.153988529304,49947.0,0.0,0,0,0,0,40,352,1.6895445072485684,9.292494789867126,0.0,1448.0,661.7857142857144,655.9755129777129,430303.8736263737,0,0,2,7,11,0,0,0,5.0,712.6923076923077,0.0,842.2727272727273,0,0,0,9265,10,119885,0,0,0,0,0,502,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.212-1883-46446-6,192.168.137.250,1883,192.168.137.212,46446,6,29/08/2023 05:05:49 PM,3165346,10,14,4.0,9296.0,4.0,0.0,0.4000000000000001,1.2649110640673518,1448.0,0.0,664.0,653.6178605976949,2938.067434018272,7.582109507143927,137623.73913043478,224939.7773536928,815628.0,0.0,3165346.0,351705.1111111111,476871.4374219336,1156354.0,767.0,1983495.0,152576.5384615384,346185.0030445223,1151178.0,0.0,0,0,0,0,316,456,3.1592122946433028,4.422897212500624,0.0,1448.0,372.0,586.8976344587984,344448.8333333333,1,2,1,9,22,0,0,0,1.0,387.5,0.4,664.0,0,0,0,9265,10,120432,0,0,0,0,65160,502,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.212-1883-46522-6,192.168.137.250,1883,192.168.137.212,46522,6,29/08/2023 05:05:49 PM,2261727,4,4,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,7.75,15.5,13.706340331967562,3.537120085669049,323103.8571428572,241511.1648843786,662652.0,9847.0,2261727.0,753909.0,443820.2786139904,1016476.0,241482.0,1092627.0,364209.0,555386.2427959483,1004288.0,9847.0,0,0,0,0,140,144,1.7685600428345245,1.7685600428345245,0.0,31.0,3.4444444444444446,10.333333333333334,106.7777777777778,0,5,1,1,5,0,0,0,1.0,3.875,0.0,7.75,0,0,0,0,0,0,0,0,0,0,65160,502,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.212-1883-46518-6,192.168.137.250,1883,192.168.137.212,46518,6,29/08/2023 05:05:49 PM,2261727,4,4,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,7.5,15.0,13.264200321258931,3.537120085669049,323103.8571428572,241503.4928749676,662609.0,9841.0,2261727.0,753909.0,443820.2786139904,1016476.0,241482.0,1092580.0,364193.3333333334,555363.6973698707,1004246.0,9841.0,0,0,0,0,140,144,1.7685600428345245,1.7685600428345245,0.0,30.0,3.333333333333333,10.0,100.0,0,5,1,1,5,0,0,0,1.0,3.75,0.0,7.5,0,0,0,0,0,0,0,0,0,0,65160,502,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
192.168.137.250-192.168.137.212-1883-46450-6,192.168.137.250,1883,192.168.137.212,46450,6,29/08/2023 05:05:49 PM,3166459,10,14,4.0,9296.0,4.0,0.0,0.4000000000000001,1.2649110640673518,1448.0,0.0,664.0,653.6178605976949,2937.0347129080146,7.57944442040778,137672.13043478256,220951.4491773546,815627.0,1.0,3166459.0,351828.7777777777,460727.8062440387,1156354.0,767.0,1983407.0,152569.76923076925,346072.13314138085,1151090.0,1.0,0,0,0,0,316,456,3.158101841836575,4.421342578571205,0.0,1448.0,372.0,586.8976344587984,344448.8333333333,1,2,1,9,22,0,0,0,1.0,387.5,0.4,664.0,0,0,0,9265,10,120562,0,0,0,0,65160,502,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DDoS Publish Flood,1,MQTT DDoS Publish Flood
