Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,label,attackType,attackID,attackDescription
2017-08-02 04:19:45.212,    0.003,TCP  ,192.168.220.42, 58001,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:19:45.836,    0.000,TCP  ,192.168.100.11,   445,192.168.220.46, 49770,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:19:45.835,    0.003,TCP  ,192.168.220.46, 49770,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:19:47.832,    0.000,TCP  ,192.168.210.56, 39662,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 04:19:47.831,    0.000,TCP  ,192.168.100.11,   445,192.168.210.56, 39662,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:19:50.225,    0.000,UDP  ,192.168.220.48,   138,192.168.220.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-08-02 04:19:51.906,    0.000,TCP  ,192.168.100.11,   445,192.168.210.46, 34137,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:19:51.904,    0.000,TCP  ,192.168.210.46, 34137,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:19:52.435,    0.001,TCP  ,192.168.220.43, 51099,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:19:52.436,    0.000,TCP  ,192.168.100.11,   445,192.168.220.43, 51099,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:19:54.624,    0.000,TCP  ,192.168.100.11,   445,192.168.220.44, 46342,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:19:54.622,    0.004,TCP  ,192.168.220.44, 46342,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:20:01.966,    0.000,TCP  ,192.168.100.11,   445,192.168.220.48, 57479,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:20:01.964,    0.006,TCP  ,192.168.220.48, 57479,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:20:03.304,    0.000,TCP  ,192.168.100.11,   445,192.168.210.56, 39662,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:20:03.303,    0.003,TCP  ,192.168.210.56, 39662,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:20:07.236,    0.000,TCP  ,192.168.100.11,   445,192.168.210.45, 54780,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:20:07.235,    0.003,TCP  ,192.168.210.45, 54780,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:20:07.487,    0.000,TCP  ,192.168.100.11,   445,192.168.220.50, 40784,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:20:07.485,    0.005,TCP  ,192.168.220.50, 40784,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:20:09.481,    0.000,TCP  ,192.168.100.11,   445,192.168.210.46, 34137,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:20:09.482,    0.000,TCP  ,192.168.210.46, 34137,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 04:20:10.245,    0.000,UDP  ,192.168.220.47,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:20:10.245,    0.000,UDP  ,192.168.220.43,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:20:11.666,    0.000,UDP  ,192.168.210.48,   137,192.168.210.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:20:15.148,    0.000,TCP  ,10001_213,   443,192.168.210.54, 59868,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 04:20:15.134,    0.000,TCP  ,192.168.210.54, 59868,10001_213,   443,       1,      55,    1,.A....,  0,normal,---,---,---
2017-08-02 04:20:16.004,    0.000,TCP  ,192.168.100.11,   445,192.168.210.47, 53456,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:20:16.003,    0.003,TCP  ,192.168.210.47, 53456,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:20:16.612,    0.000,TCP  ,192.168.100.11,   445,192.168.210.48, 32969,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:20:16.610,    0.004,TCP  ,192.168.210.48, 32969,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:20:22.511,    0.000,TCP  ,192.168.220.44, 46342,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 04:20:22.510,    0.000,TCP  ,192.168.100.11,   445,192.168.220.44, 46342,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:20:31.688,    0.000,UDP  ,192.168.210.46,   137,192.168.210.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:20:32.501,    0.136,UDP  ,192.168.210.57,  1900,10004_250,  1900,       6,    3139,    1,......,  0,normal,---,---,---
2017-08-02 04:20:40.277,    0.000,UDP  ,192.168.220.49,   138,192.168.220.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-08-02 04:20:47.174,    0.000,TCP  ,192.168.100.11,   445,192.168.220.48, 57479,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:20:47.175,    0.000,TCP  ,192.168.220.48, 57479,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 04:20:50.051,    0.000,TCP  ,10001_213,   443,192.168.210.54, 59868,       3,     193,    1,.AP..F,  0,normal,---,---,---
2017-08-02 04:20:49.978,    0.000,UDP  ,192.168.210.49,  5353,10005_251,  5353,       1,     151,    1,......,  0,normal,---,---,---
2017-08-02 04:20:50.037,    0.017,TCP  ,192.168.210.54, 59868,10001_213,   443,       3,     193,    1,.APR.F,  0,normal,---,---,---
2017-08-02 04:20:51.709,    0.000,UDP  ,192.168.210.47,   138,192.168.210.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-08-02 04:20:51.709,    0.000,UDP  ,192.168.210.46,   138,192.168.210.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-08-02 04:20:54.872,    0.000,TCP  ,192.168.100.11,   445,192.168.210.45, 54780,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:20:54.873,    0.000,TCP  ,192.168.210.45, 54780,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 04:20:57.496,    0.000,TCP  ,192.168.100.11,   445,192.168.210.50, 50944,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:20:57.495,    0.003,TCP  ,192.168.210.50, 50944,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:20.319,    0.000,UDP  ,192.168.220.51,   138,192.168.220.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-08-02 04:21:21.817,    0.000,TCP  ,192.168.100.11,   445,192.168.220.51, 37901,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:21.818,    0.000,TCP  ,192.168.220.51, 37901,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 04:21:21.741,    0.000,UDP  ,192.168.210.47,   137,192.168.210.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:21:21.741,    0.000,UDP  ,192.168.210.50,   137,192.168.210.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:21:23.947,    0.000,UDP  ,192.168.210.57,   138,192.168.210.255,   138,       1,     243,    1,......,  0,normal,---,---,---
2017-08-02 04:21:27.886,    0.000,TCP  ,192.168.220.43, 51099,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 04:21:27.886,    0.000,TCP  ,192.168.100.11,   445,192.168.220.43, 51099,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:32.760,    0.000,TCP  ,192.168.100.11,   445,192.168.220.49, 48306,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:32.759,    0.003,TCP  ,192.168.220.49, 48306,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:34.395,    0.000,TCP  ,192.168.100.11,   445,192.168.210.49, 35779,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:34.394,    0.003,TCP  ,192.168.210.49, 35779,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:40.671,    0.001,TCP  ,192.168.220.45, 32829,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:40.674,    0.000,TCP  ,192.168.100.11,   445,192.168.220.45, 32829,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:42.384,    0.000,TCP  ,192.168.210.55, 44870,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:41.961,    0.000,TCP  ,192.168.220.51, 37901,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:41.962,    0.000,TCP  ,192.168.100.11,   445,192.168.220.51, 37901,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:42.385,    0.000,TCP  ,192.168.100.11,   445,192.168.210.55, 44870,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:44.557,    0.004,TCP  ,192.168.220.47, 55101,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:44.559,    0.000,TCP  ,192.168.100.11,   445,192.168.220.47, 55101,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:45.533,    0.000,TCP  ,192.168.100.11,   445,192.168.220.42, 58001,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:45.532,    0.001,TCP  ,192.168.220.42, 58001,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:46.157,    0.000,TCP  ,192.168.220.46, 49770,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:46.158,    0.000,TCP  ,192.168.100.11,   445,192.168.220.46, 49770,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:52.221,    0.005,TCP  ,192.168.210.46, 34137,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:52.222,    0.000,TCP  ,192.168.100.11,   445,192.168.210.46, 34137,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:52.756,    0.001,TCP  ,192.168.220.43, 51099,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:52.757,    0.000,TCP  ,192.168.100.11,   445,192.168.220.43, 51099,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:54.945,    0.000,TCP  ,192.168.100.11,   445,192.168.220.44, 46342,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:21:54.943,    0.003,TCP  ,192.168.220.44, 46342,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:22:00.367,    0.000,UDP  ,192.168.220.45,  5353,10005_251,  5353,       1,      87,    1,......,  0,normal,---,---,---
2017-08-02 04:22:00.427,    0.000,UDP  ,192.168.220.31,  5353,10005_251,  5353,       1,     975,    1,......,  0,normal,---,---,---
2017-08-02 04:22:02.287,    0.000,TCP  ,192.168.100.11,   445,192.168.220.48, 57479,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:22:02.286,    0.004,TCP  ,192.168.220.48, 57479,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:22:03.625,    0.000,TCP  ,192.168.100.11,   445,192.168.210.56, 39662,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:22:03.624,    0.002,TCP  ,192.168.210.56, 39662,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:22:03.981,    0.000,UDP  ,192.168.210.56,   137,192.168.210.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:22:07.558,    0.000,TCP  ,192.168.100.11,   445,192.168.210.45, 54780,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:22:07.808,    0.000,TCP  ,192.168.100.11,   445,192.168.220.50, 40784,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:22:07.807,    0.002,TCP  ,192.168.220.50, 40784,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:22:07.556,    0.001,TCP  ,192.168.210.45, 54780,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:22:10.371,    0.000,UDP  ,192.168.220.50,   138,192.168.220.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-08-02 04:22:13.992,    0.000,UDP  ,192.168.210.55,   137,192.168.210.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:22:13.992,    0.000,UDP  ,192.168.210.49,   137,192.168.210.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:22:16.326,    0.000,TCP  ,192.168.100.11,   445,192.168.210.47, 53456,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:22:16.325,    0.005,TCP  ,192.168.210.47, 53456,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:22:16.933,    0.000,TCP  ,192.168.100.11,   445,192.168.210.48, 32969,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:22:16.932,    0.001,TCP  ,192.168.210.48, 32969,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:22:25.515,    0.000,TCP  ,192.168.100.11,   445,192.168.210.50, 50944,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:22:25.515,    0.000,TCP  ,192.168.210.50, 50944,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 04:22:27.114,    0.000,UDP  ,192.168.100.20,   137,192.168.100.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:22:30.392,    0.000,UDP  ,192.168.220.42,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:22:30.392,    0.000,UDP  ,192.168.220.46,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:22:34.015,    0.000,UDP  ,192.168.210.45,   137,192.168.210.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:22:36.762,    0.000,TCP  ,192.168.100.11,   445,192.168.220.47, 55101,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:22:36.763,    0.000,TCP  ,192.168.220.47, 55101,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 04:22:44.709,    0.000,TCP  ,192.168.210.47, 53456,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 04:22:44.708,    0.000,TCP  ,192.168.100.11,   445,192.168.210.47, 53456,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:22:53.635,    0.003,UDP  ,192.168.210.54, 61868,10004_250,  1900,       2,     332,    1,......,  0,normal,---,---,---
2017-08-02 04:22:57.817,    0.005,TCP  ,192.168.210.50, 50944,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:22:57.818,    0.000,TCP  ,192.168.100.11,   445,192.168.210.50, 50944,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:22:59.438,    0.000,TCP  ,192.168.210.55, 44870,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 04:22:59.437,    0.000,TCP  ,192.168.100.11,   445,192.168.210.55, 44870,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:01.038,    0.000,TCP  ,192.168.100.11,   445,192.168.210.49, 35779,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:01.040,    0.000,TCP  ,192.168.210.48, 32969,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 04:23:01.039,    0.000,TCP  ,192.168.210.49, 35779,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 04:23:01.038,    0.000,TCP  ,192.168.100.11,   445,192.168.210.48, 32969,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:10.434,    0.000,UDP  ,192.168.220.45,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:23:18.026,    0.000,UDP  ,DNS,    53,192.168.210.53, 62608,       1,     180,    1,......,  0,normal,---,---,---
2017-08-02 04:23:18.022,    0.000,UDP  ,DNS,    53,192.168.210.53, 57318,       1,     154,    1,......,  0,normal,---,---,---
2017-08-02 04:23:17.989,    0.000,UDP  ,192.168.210.2,    67,192.168.210.53,    68,       1,     342,    1,......,192,normal,---,---,---
2017-08-02 04:23:17.995,    0.000,UDP  ,192.168.210.53, 57318,DNS,    53,       1,      79,    1,......,  0,normal,---,---,---
2017-08-02 04:23:17.988,    0.000,UDP  ,192.168.210.53,    68,255.255.255.255,    67,       1,     342,    1,......,  0,normal,---,---,---
2017-08-02 04:23:18.025,    0.000,UDP  ,192.168.210.53, 62608,DNS,    53,       1,      84,    1,......,  0,normal,---,---,---
2017-08-02 04:23:18.158,    0.412,TCP  ,10033_125,   443,192.168.210.53, 50729,       6,    5605,    1,.AP.S.,  0,normal,---,---,---
2017-08-02 04:23:18.028,    0.546,TCP  ,192.168.210.53, 50729,10033_125,   443,       8,    2358,    1,.APRS.,  0,normal,---,---,---
2017-08-02 04:23:21.941,    0.000,UDP  ,192.168.220.44,  5353,10005_251,  5353,       1,     151,    1,......,  0,normal,---,---,---
2017-08-02 04:23:24.066,    0.000,UDP  ,192.168.210.49,   138,192.168.210.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-08-02 04:23:33.082,    0.000,TCP  ,192.168.100.11,   445,192.168.220.49, 48306,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:33.081,    0.005,TCP  ,192.168.220.49, 48306,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:34.717,    0.000,TCP  ,192.168.100.11,   445,192.168.210.49, 35779,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:34.716,    0.000,TCP  ,192.168.210.49, 35779,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:37.143,    0.000,UDP  ,192.168.210.54,   138,192.168.210.255,   138,       1,     243,    1,......,  0,normal,---,---,---
2017-08-02 04:23:37.143,    0.000,UDP  ,192.168.210.45,   138,192.168.210.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-08-02 04:23:40.995,    0.000,TCP  ,192.168.100.11,   445,192.168.220.45, 32829,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:40.993,    0.004,TCP  ,192.168.220.45, 32829,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:42.284,    0.000,TCP  ,192.168.100.11,   445,192.168.220.51, 37901,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:42.283,    0.003,TCP  ,192.168.220.51, 37901,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:42.468,    0.000,UDP  ,192.168.220.45,   138,192.168.220.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-08-02 04:23:42.706,    0.000,TCP  ,192.168.100.11,   445,192.168.210.55, 44870,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:42.705,    0.004,TCP  ,192.168.210.55, 44870,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:44.880,    0.000,TCP  ,192.168.100.11,   445,192.168.220.47, 55101,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:44.879,    0.002,TCP  ,192.168.220.47, 55101,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:45.855,    0.000,TCP  ,192.168.100.11,   445,192.168.220.42, 58001,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:45.854,    0.004,TCP  ,192.168.220.42, 58001,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:46.479,    0.000,TCP  ,192.168.100.11,   445,192.168.220.46, 49770,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:46.478,    0.004,TCP  ,192.168.220.46, 49770,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:52.543,    0.003,TCP  ,192.168.210.46, 34137,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:52.544,    0.000,TCP  ,192.168.100.11,   445,192.168.210.46, 34137,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:53.078,    0.004,TCP  ,192.168.220.43, 51099,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:53.079,    0.000,TCP  ,192.168.100.11,   445,192.168.220.43, 51099,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:55.266,    0.004,TCP  ,192.168.220.44, 46342,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:55.267,    0.000,TCP  ,192.168.100.11,   445,192.168.220.44, 46342,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:57.207,    0.000,UDP  ,192.168.100.14,   137,192.168.100.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:23:58.696,    0.000,TCP  ,192.168.100.11,   445,192.168.220.45, 32829,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:23:58.697,    0.000,TCP  ,192.168.220.45, 32829,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 04:24:02.609,    0.000,TCP  ,192.168.100.11,   445,192.168.220.48, 57479,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:24:02.607,    0.002,TCP  ,192.168.220.48, 57479,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:24:02.489,    0.000,UDP  ,192.168.220.48,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:24:02.490,    0.000,UDP  ,192.168.220.50,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:24:03.947,    0.000,TCP  ,192.168.100.11,   445,192.168.210.56, 39662,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:24:03.946,    0.004,TCP  ,192.168.210.56, 39662,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:24:07.885,    0.000,TCP  ,192.168.100.11,   445,192.168.210.45, 54780,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:24:08.130,    0.000,TCP  ,192.168.100.11,   445,192.168.220.50, 40784,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:24:08.129,    0.005,TCP  ,192.168.220.50, 40784,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:24:07.884,    0.002,TCP  ,192.168.210.45, 54780,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:24:16.649,    0.000,TCP  ,192.168.100.11,   445,192.168.210.47, 53456,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:24:16.647,    0.004,TCP  ,192.168.210.47, 53456,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:24:17.255,    0.000,TCP  ,192.168.100.11,   445,192.168.210.48, 32969,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:24:17.254,    0.004,TCP  ,192.168.210.48, 32969,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:24:17.923,    0.000,TCP  ,192.168.100.11,   445,192.168.220.50, 40784,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:24:17.924,    0.000,TCP  ,192.168.220.50, 40784,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 04:24:24.045,    0.000,UDP  ,DNS,    53,192.168.210.54, 54834,       1,     169,    1,......,  0,normal,---,---,---
2017-08-02 04:24:24.004,    0.000,UDP  ,192.168.210.54, 54834,DNS,    53,       1,      75,    1,......,  0,normal,---,---,---
2017-08-02 04:24:25.025,    0.062,TCP  ,10001_213,   443,192.168.210.54, 59873,       6,     926,    1,.AP.S.,  0,normal,---,---,---
2017-08-02 04:24:25.011,    0.076,TCP  ,192.168.210.54, 59873,10001_213,   443,       6,    1446,    1,.AP.S.,  0,normal,---,---,---
2017-08-02 04:24:25.004,    0.000,UDP  ,DNS,    53,192.168.210.54, 56030,       1,     169,    1,......,  0,normal,---,---,---
2017-08-02 04:24:25.002,    0.000,UDP  ,192.168.210.54, 56030,DNS,    53,       1,      75,    1,......,  0,normal,---,---,---
2017-08-02 04:24:30.167,    0.000,TCP  ,192.168.100.11,   445,192.168.220.46, 49770,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:24:30.168,    0.000,TCP  ,192.168.220.46, 49770,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 04:24:31.869,    0.000,TCP  ,192.168.220.42, 58001,192.168.100.11,   445,       1,      66,    1,.A....,  0,normal,---,---,---
2017-08-02 04:24:31.868,    0.000,TCP  ,192.168.100.11,   445,192.168.220.42, 58001,       1,      70,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:24:32.521,    0.000,UDP  ,192.168.220.44,   138,192.168.220.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-08-02 04:24:32.522,    0.000,UDP  ,192.168.220.51,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:24:32.521,    0.000,UDP  ,192.168.220.44,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:24:32.522,    0.000,UDP  ,192.168.220.31,   138,192.168.220.255,   138,       2,     516,    1,......,  0,normal,---,---,---
2017-08-02 04:24:32.521,    0.000,UDP  ,192.168.220.49,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-08-02 04:24:33.100,    0.000,TCP  ,192.168.100.11,   445,192.168.210.52, 49172,       1,      54,    1,.A....,  0,normal,---,---,---
2017-08-02 04:24:33.242,    0.000,TCP  ,192.168.100.11,   445,192.168.220.49, 48306,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:24:33.102,    0.000,TCP  ,192.168.210.52, 49172,192.168.100.11,   445,       1,      54,    1,.A....,  0,normal,---,---,---
2017-08-02 04:24:33.241,    0.005,TCP  ,192.168.220.49, 48306,192.168.100.11,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-08-02 04:24:35.107,    0.000,TCP  ,10001_213,   443,192.168.210.54, 59873,       1,      66,    1,.A....,  0,normal,---,---,---
