Category,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Class
Spyware-CWS-0affacf5c64158d548eb65663065829b961675766c0ade79bcb44e5aac3a8603-8.raw,38,15,11.131579,0,217.36842,1499,39.44737,8260,217.36842,0,641,2869,41,682,749,97,604,119,185,248,43,80,43,0.028364116,0.05277045,0.028364116,22,4268,132,2.0,2,0,2,2,6,4,8,0.05,0.0,0.05,0.05,0.15,0.1,0.2,138,389,221,26,24,116,0,119,86,0,8,Malware
Spyware-CWS-0affacf5c64158d548eb65663065829b961675766c0ade79bcb44e5aac3a8603-9.raw,37,15,11.351352,0,220.27026,1464,39.567566,8150,220.27026,0,637,2848,40,672,743,95,600,116,184,242,42,78,42,0.028416779,0.05277402,0.028416779,22,4268,132,2.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.10810811,0.054054055,0.16216215,138,389,221,26,24,116,0,119,86,0,8,Malware
Spyware-CWS-0b014408833de3c115682c9f7d792c96c9275511cdbbc2ece91d8acb2458882a-1.raw,71,25,6.71831,0,129.53522,1776,26.117647,9214,180.66667,0,675,3119,50,715,891,118,710,126,185,282,53,103,53,0.0292656,0.056874655,0.0292656,67,1525,402,11.166667,3,0,20,3,24,5,33,0.040540542,0.0,0.27027026,0.040540542,0.3243243,0.067567565,0.44594595,138,389,221,26,24,116,0,122,87,0,8,Malware
Spyware-CWS-0b014408833de3c115682c9f7d792c96c9275511cdbbc2ece91d8acb2458882a-10.raw,40,16,9.95,0,213.575,1547,38.675,8544,219.07692,0,850,2887,42,692,714,97,650,119,171,252,43,81,43,0.027617212,0.05202312,0.027617212,61,18559,366,12.2,6,0,7,6,11,8,13,0.13043478,0.0,0.1521739,0.13043478,0.23913044,0.17391305,0.2826087,138,389,221,26,24,116,0,119,87,0,8,Malware
Spyware-CWS-0b014408833de3c115682c9f7d792c96c9275511cdbbc2ece91d8acb2458882a-2.raw,52,19,8.730769,0,177.67308,1766,34.627453,9240,184.8,0,756,3105,51,732,851,118,704,126,187,285,52,101,52,0.028634362,0.05561674,0.028634362,73,18679,438,12.166667,14,0,15,14,19,16,24,0.21212122,0.0,0.22727273,0.21212122,0.28787878,0.24242423,0.36363637,138,389,221,26,24,116,0,122,87,0,8,Malware
Spyware-CWS-0b014408833de3c115682c9f7d792c96c9275511cdbbc2ece91d8acb2458882a-3.raw,54,20,8.388889,0,176.35185,1837,34.660378,9524,183.15384,0,882,3159,53,749,837,122,719,132,191,293,51,102,51,0.027041357,0.054082714,0.027041357,74,18683,444,12.333333,13,0,14,13,18,15,23,0.19402985,0.0,0.20895523,0.19402985,0.26865673,0.2238806,0.3432836,138,389,221,26,24,116,0,122,87,0,8,Malware
Spyware-CWS-0b014408833de3c115682c9f7d792c96c9275511cdbbc2ece91d8acb2458882a-4.raw,43,17,9.790698,0,208.55814,1659,38.581394,8969,213.54762,0,864,3012,45,689,768,106,662,129,188,284,46,87,46,0.027042916,0.051146384,0.027042916,61,18559,366,12.2,36,0,37,36,41,38,43,0.4556962,0.0,0.46835443,0.4556962,0.51898736,0.48101267,0.5443038,138,389,221,26,24,116,0,122,87,0,8,Malware
Spyware-CWS-0b014408833de3c115682c9f7d792c96c9275511cdbbc2ece91d8acb2458882a-5.raw,43,17,9.674418,0,207.95349,1659,38.581394,8943,212.92857,0,864,2999,45,689,755,106,662,129,188,284,46,87,46,0.027122643,0.05129717,0.027122643,61,18559,366,12.2,34,0,35,34,39,36,41,0.44155845,0.0,0.45454547,0.44155845,0.5064935,0.46753246,0.53246754,138,389,221,26,24,116,0,122,87,0,8,Malware
Spyware-CWS-0b014408833de3c115682c9f7d792c96c9275511cdbbc2ece91d8acb2458882a-6.raw,42,16,9.761905,0,209.5,1624,38.666668,8800,214.63414,0,860,2958,44,684,741,105,654,125,186,279,45,85,45,0.027190331,0.051359516,0.027190331,61,18559,366,12.2,35,0,36,35,40,37,42,0.45454547,0.0,0.46753246,0.45454547,0.5194805,0.48051947,0.54545456,138,389,221,26,24,116,0,121,87,0,8,Malware
Spyware-CWS-0b014408833de3c115682c9f7d792c96c9275511cdbbc2ece91d8acb2458882a-7.raw,41,16,9.829268,0,213.17073,1594,38.878048,8741,218.525,0,858,2931,43,703,731,103,654,122,186,274,45,84,45,0.027881041,0.05204461,0.027881041,63,18563,378,12.6,26,0,27,26,31,28,33,0.3880597,0.0,0.40298507,0.3880597,0.46268657,0.41791046,0.49253732,138,389,221,26,24,116,0,119,87,0,8,Malware
Spyware-CWS-0b014408833de3c115682c9f7d792c96c9275511cdbbc2ece91d8acb2458882a-8.raw,40,16,10.05,0,214.35,1547,38.675,8575,219.8718,0,850,2890,42,692,722,97,650,119,172,252,43,81,43,0.027546445,0.051889814,0.027546445,61,18559,366,12.2,18,0,19,18,23,20,25,0.31034482,0.0,0.3275862,0.31034482,0.39655173,0.3448276,0.43103448,138,389,221,26,24,116,0,119,87,0,8,Malware
Spyware-CWS-0b014408833de3c115682c9f7d792c96c9275511cdbbc2ece91d8acb2458882a-9.raw,40,16,10.05,0,214.275,1547,38.675,8572,219.79488,0,852,2900,42,692,726,97,650,119,172,252,43,81,43,0.027599487,0.05198973,0.027599487,61,18559,366,12.2,7,0,8,7,12,9,14,0.14893617,0.0,0.17021276,0.14893617,0.25531915,0.19148937,0.29787233,138,389,221,26,24,116,0,119,87,0,8,Malware
Spyware-CWS-0b031a623ab55d9b88c6706cc1b4b620e372583ce6b356e110c9138461effad5-1.raw,42,16,10.738095,0,208.88095,1616,38.47619,8773,208.88095,0,671,3051,45,674,836,105,648,120,178,260,48,89,48,0.0288635,0.05351774,0.0288635,3,3,18,1.0,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767445,0.1627907,138,389,221,26,24,116,0,122,86,0,8,Malware
Spyware-CWS-0b031a623ab55d9b88c6706cc1b4b620e372583ce6b356e110c9138461effad5-10.raw,42,17,9.357142,0,197.83333,1066,28.81081,7376,245.86667,0,597,2624,30,566,665,79,542,104,156,219,8,20,8,0.069565214,0.17391305,0.069565214,1,1,6,1.0,3,0,3,3,7,5,26,0.06666667,0.0,0.06666667,0.06666667,0.15555556,0.11111111,0.5777778,138,304,172,23,17,91,0,98,51,0,8,Malware
Spyware-CWS-0b031a623ab55d9b88c6706cc1b4b620e372583ce6b356e110c9138461effad5-2.raw,42,16,10.214286,0,206.28572,1572,37.42857,8635,210.60976,0,661,3018,45,674,792,103,642,120,177,260,70,104,70,0.045278136,0.067270376,0.045278136,3,3,18,1.0,0,0,0,0,4,2,9,0.0,0.0,0.0,0.0,0.0952381,0.04761905,0.21428572,138,389,221,26,24,116,0,122,54,0,8,Malware
Spyware-CWS-0b031a623ab55d9b88c6706cc1b4b620e372583ce6b356e110c9138461effad5-3.raw,46,18,9.586957,0,196.89131,1711,37.195652,9020,200.44444,0,678,3128,49,701,813,112,656,132,188,275,62,102,62,0.03679525,0.060534123,0.03679525,3,3,18,1.0,0,0,0,0,4,2,10,0.0,0.0,0.0,0.0,0.08695652,0.04347826,0.2173913,138,389,221,26,24,116,0,123,55,0,8,Malware
Spyware-CWS-0b031a623ab55d9b88c6706cc1b4b620e372583ce6b356e110c9138461effad5-4.raw,46,18,9.26087,0,195.13043,1701,36.97826,8939,198.64444,0,678,3099,49,701,779,112,653,132,188,275,47,86,49,0.036690086,0.06713505,0.038251366,2,2,12,1.0,0,0,0,0,4,2,9,0.0,0.0,0.0,0.0,0.08695652,0.04347826,0.19565217,138,389,221,26,24,116,0,123,55,0,8,Malware
Spyware-CWS-0b031a623ab55d9b88c6706cc1b4b620e372583ce6b356e110c9138461effad5-5.raw,45,18,9.4,0,195.37778,1653,36.733334,8755,198.97728,0,675,3040,48,697,766,110,619,129,185,270,48,84,48,0.038897894,0.06807131,0.038897894,2,2,12,1.0,1,0,1,1,5,3,10,0.02173913,0.0,0.02173913,0.02173913,0.10869565,0.06521739,0.2173913,138,389,221,26,24,116,0,123,55,0,8,Malware
Spyware-CWS-0b031a623ab55d9b88c6706cc1b4b620e372583ce6b356e110c9138461effad5-6.raw,44,17,9.181818,0,195.81818,1569,36.488373,8579,199.51163,0,672,2996,47,691,732,109,611,125,183,265,43,60,43,0.05395232,0.075282305,0.05395232,2,2,12,1.0,2,0,2,2,6,4,11,0.04347826,0.0,0.04347826,0.04347826,0.13043478,0.08695652,0.23913044,138,389,221,26,24,116,0,122,55,0,8,Malware
Spyware-CWS-0b031a623ab55d9b88c6706cc1b4b620e372583ce6b356e110c9138461effad5-7.raw,43,17,9.209302,0,196.62791,1149,31.916666,8418,200.42857,0,664,2948,46,687,711,105,605,122,175,247,176,190,176,0.3705263,0.4,0.3705263,1,1,6,1.0,2,0,2,2,6,4,11,0.044444446,0.0,0.044444446,0.044444446,0.13333334,0.08888889,0.24444444,138,356,200,25,20,109,0,108,55,0,8,Malware
Spyware-CWS-0b031a623ab55d9b88c6706cc1b4b620e372583ce6b356e110c9138461effad5-8.raw,42,17,9.380953,0,197.9762,1104,29.837837,7492,241.67741,0,601,2670,32,563,660,76,578,109,149,221,174,187,174,0.37580994,0.4038877,0.37580994,1,1,6,1.0,3,0,3,3,9,5,14,0.06666667,0.0,0.06666667,0.06666667,0.2,0.11111111,0.31111112,138,339,197,24,18,98,0,103,53,0,8,Malware
Spyware-CWS-0b031a623ab55d9b88c6706cc1b4b620e372583ce6b356e110c9138461effad5-9.raw,42,17,9.452381,0,198.2619,1060,29.444445,7394,246.46666,0,590,2632,30,563,678,79,542,104,157,219,11,22,11,0.11702128,0.23404256,0.11702128,1,1,6,1.0,3,0,3,3,7,5,25,0.06666667,0.0,0.06666667,0.06666667,0.15555556,0.11111111,0.5555556,138,304,172,23,17,91,0,98,53,0,8,Malware
Spyware-CWS-0b0818b801cf8c77b54f26c3b03cc721846b0958f2cab9ea28cfb0dafed3741f-1.raw,42,16,10.809524,0,209.19048,1617,38.5,8786,209.19048,0,661,3061,45,684,844,105,648,120,178,263,49,90,49,0.029429428,0.054054055,0.029429428,3,3,18,1.0,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767445,0.1627907,138,389,221,26,24,116,0,122,86,0,8,Malware
Spyware-CWS-0b0818b801cf8c77b54f26c3b03cc721846b0958f2cab9ea28cfb0dafed3741f-10.raw,40,16,9.475,0,202.9,1500,37.5,8116,202.9,0,647,2865,43,696,668,98,602,113,163,234,44,83,44,0.029081294,0.0548579,0.029081294,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,86,0,8,Malware
Spyware-CWS-0b0818b801cf8c77b54f26c3b03cc721846b0958f2cab9ea28cfb0dafed3741f-2.raw,43,17,10.232558,0,204.04651,1636,38.046513,8774,204.04651,0,661,3067,46,691,814,107,643,123,181,269,49,91,49,0.029097388,0.054038007,0.029097388,3,3,18,1.0,1,0,1,1,5,3,7,0.022727273,0.0,0.022727273,0.022727273,0.11363637,0.06818182,0.1590909,138,389,221,26,24,116,0,122,86,0,8,Malware
Spyware-CWS-0b0818b801cf8c77b54f26c3b03cc721846b0958f2cab9ea28cfb0dafed3741f-3.raw,44,17,9.704545,0,200.09091,1669,37.93182,8804,200.09091,0,664,3069,47,698,778,109,651,126,182,271,48,91,48,0.027972028,0.053030305,0.027972028,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09090909,0.045454547,0.13636364,138,389,221,26,24,116,0,122,86,0,8,Malware
Spyware-CWS-0b0818b801cf8c77b54f26c3b03cc721846b0958f2cab9ea28cfb0dafed3741f-4.raw,43,17,9.5348835,0,198.65117,1611,37.465115,8542,198.65117,0,661,2987,46,693,732,107,614,123,179,266,47,89,47,0.028398791,0.053776436,0.028398791,3,3,18,1.0,1,0,1,1,5,3,7,0.022727273,0.0,0.022727273,0.022727273,0.11363637,0.06818182,0.1590909,138,389,221,26,24,116,0,122,86,0,8,Malware
Spyware-CWS-0b0818b801cf8c77b54f26c3b03cc721846b0958f2cab9ea28cfb0dafed3741f-5.raw,43,17,9.302325,0,197.86046,1611,37.465115,8508,197.86046,0,660,2972,46,693,711,107,614,123,179,266,47,89,47,0.028484847,0.053939395,0.028484847,3,3,18,1.0,1,0,1,1,5,3,7,0.022727273,0.0,0.022727273,0.022727273,0.11363637,0.06818182,0.1590909,138,389,221,26,24,116,0,122,86,0,8,Malware
Spyware-CWS-0b0818b801cf8c77b54f26c3b03cc721846b0958f2cab9ea28cfb0dafed3741f-6.raw,42,16,9.380953,0,200.59525,1581,37.642857,8425,200.59525,0,658,2944,45,711,700,106,612,119,178,260,46,87,46,0.02850062,0.053903345,0.02850062,3,3,18,1.0,2,0,2,2,6,4,8,0.045454547,0.0,0.045454547,0.045454547,0.13636364,0.09090909,0.18181819,138,389,221,26,24,116,0,121,86,0,8,Malware
Spyware-CWS-0b0818b801cf8c77b54f26c3b03cc721846b0958f2cab9ea28cfb0dafed3741f-7.raw,40,16,9.5,0,203.475,1500,37.5,8139,203.475,0,643,2871,43,696,673,98,602,113,162,234,44,83,44,0.028928338,0.054569364,0.028928338,3,3,18,1.0,4,0,4,4,8,6,10,0.09090909,0.0,0.09090909,0.09090909,0.18181819,0.13636364,0.22727273,138,389,221,26,24,116,0,119,86,0,8,Malware
Spyware-CWS-0b0818b801cf8c77b54f26c3b03cc721846b0958f2cab9ea28cfb0dafed3741f-8.raw,40,16,9.55,0,203.15,1500,37.5,8126,203.15,0,642,2865,43,697,674,98,602,113,162,234,44,83,44,0.029023748,0.05474934,0.029023748,3,3,18,1.0,3,0,3,3,7,5,9,0.069767445,0.0,0.069767445,0.069767445,0.1627907,0.11627907,0.20930232,138,389,221,26,24,116,0,119,86,0,8,Malware
Spyware-CWS-0b0818b801cf8c77b54f26c3b03cc721846b0958f2cab9ea28cfb0dafed3741f-9.raw,40,16,9.575,0,203.2,1500,37.5,8128,203.2,0,647,2869,43,696,674,98,602,113,163,234,44,83,44,0.029062087,0.054821663,0.029062087,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,86,0,8,Malware
Spyware-CWS-0b0a16423e98d84210251ad05caa8c27297922a9a1cd3d9395cdc22aa0cc17c8-1.raw,41,16,10.95122,0,211.48781,1584,38.634148,8672,216.8,0,644,3014,43,662,836,102,648,120,179,260,47,85,47,0.02886978,0.052211303,0.02886978,4,56,24,1.0,2,0,3,2,7,4,9,0.046511628,0.0,0.069767445,0.046511628,0.1627907,0.093023255,0.20930232,138,389,221,26,24,116,0,122,86,0,8,Malware
Spyware-CWS-0b0a16423e98d84210251ad05caa8c27297922a9a1cd3d9395cdc22aa0cc17c8-10.raw,39,16,9.666667,0,205.20512,1467,37.615383,8004,210.63158,0,629,2820,41,674,664,95,602,113,163,231,42,78,42,0.028436018,0.05280975,0.028436018,4,56,24,1.0,0,0,1,0,5,2,7,0.0,0.0,0.025641026,0.0,0.12820512,0.051282052,0.17948718,138,389,221,26,24,116,0,119,86,0,8,Malware
Spyware-CWS-0b0a16423e98d84210251ad05caa8c27297922a9a1cd3d9395cdc22aa0cc17c8-2.raw,41,16,10.292683,0,208.56097,1573,38.365852,8552,213.8,0,644,2979,43,662,784,102,642,120,179,260,47,85,47,0.029066171,0.05256648,0.029066171,4,56,24,1.0,2,0,3,2,7,4,9,0.046511628,0.0,0.069767445,0.046511628,0.1627907,0.093023255,0.20930232,138,389,221,26,24,116,0,122,86,0,8,Malware
Spyware-CWS-0b0a16423e98d84210251ad05caa8c27297922a9a1cd3d9395cdc22aa0cc17c8-3.raw,43,17,9.697675,0,201.81395,1636,38.046513,8679,206.64285,0,647,3019,45,676,763,106,651,126,183,268,46,86,46,0.02739726,0.051220965,0.02739726,4,56,24,1.0,2,0,3,2,7,4,9,0.044444446,0.0,0.06666667,0.044444446,0.15555556,0.08888889,0.2,138,389,221,26,24,116,0,122,86,0,8,Malware
Spyware-CWS-0b0a16423e98d84210251ad05caa8c27297922a9a1cd3d9395cdc22aa0cc17c8-4.raw,42,17,9.476191,0,200.16667,1578,37.57143,8408,205.07317,0,644,2933,44,671,712,104,614,123,180,263,45,84,45,0.027812114,0.051915947,0.027812114,4,56,24,1.0,3,0,4,3,8,5,10,0.06666667,0.0,0.08888889,0.06666667,0.17777778,0.11111111,0.22222222,138,389,221,26,24,116,0,122,86,0,8,Malware
Spyware-CWS-0b0a16423e98d84210251ad05caa8c27297922a9a1cd3d9395cdc22aa0cc17c8-5.raw,42,17,9.380953,0,199.80952,1578,37.57143,8393,204.70732,0,644,2926,44,671,703,104,614,123,180,264,45,84,45,0.027898327,0.052076876,0.027898327,4,56,24,1.0,3,0,4,3,8,5,10,0.06666667,0.0,0.08888889,0.06666667,0.17777778,0.11111111,0.22222222,138,389,221,26,24,116,0,122,86,0,8,Malware
Spyware-CWS-0b0a16423e98d84210251ad05caa8c27297922a9a1cd3d9395cdc22aa0cc17c8-6.raw,40,16,9.45,0,201.825,1495,37.375,8074,207.02563,0,630,2845,42,655,668,97,602,116,163,236,42,79,42,0.027613413,0.051939514,0.027613413,4,56,24,1.0,5,0,6,5,10,7,12,0.11111111,0.0,0.13333334,0.11111111,0.22222222,0.15555556,0.26666668,138,389,221,26,24,116,0,121,86,0,8,Malware
Spyware-CWS-0b0a16423e98d84210251ad05caa8c27297922a9a1cd3d9395cdc22aa0cc17c8-7.raw,39,16,9.589744,0,205.41026,1467,37.615383,8012,210.8421,0,626,2816,41,674,660,95,602,113,163,231,42,78,42,0.028301887,0.052560646,0.028301887,4,56,24,1.0,5,0,6,5,10,7,12,0.11363637,0.0,0.13636364,0.11363637,0.22727273,0.1590909,0.27272728,138,389,221,26,24,116,0,119,86,0,8,Malware
Spyware-CWS-0b0a16423e98d84210251ad05caa8c27297922a9a1cd3d9395cdc22aa0cc17c8-8.raw,39,16,9.692307,0,205.48718,1467,37.615383,8015,210.92105,0,629,2813,41,674,664,95,602,113,163,231,42,78,42,0.028359218,0.05266712,0.028359218,4,56,24,1.0,5,0,6,5,10,7,12,0.11363637,0.0,0.13636364,0.11363637,0.22727273,0.1590909,0.27272728,138,389,221,26,24,116,0,119,86,0,8,Malware
Spyware-CWS-0b0a16423e98d84210251ad05caa8c27297922a9a1cd3d9395cdc22aa0cc17c8-9.raw,39,16,9.717949,0,205.51282,1467,37.615383,8016,210.94737,0,631,2823,41,674,669,95,602,113,163,231,42,78,42,0.028416779,0.05277402,0.028416779,4,56,24,1.0,0,0,1,0,5,2,7,0.0,0.0,0.025641026,0.0,0.12820512,0.051282052,0.17948718,138,389,221,26,24,116,0,119,86,0,8,Malware
Spyware-CWS-0b0e99575e354139e85bdd7b28c53b66701a024e5a9bc67735cf7d95c8615dcf-1.raw,39,15,11.307693,0,219.84616,1559,39.974358,8574,219.84616,0,639,2990,42,657,821,99,642,120,178,250,47,85,47,0.029283488,0.0529595,0.029283488,3,3,18,1.0,5,0,5,5,9,7,11,0.11363637,0.0,0.11363637,0.11363637,0.20454545,0.1590909,0.25,138,389,221,26,24,116,0,121,88,0,8,Malware
Spyware-CWS-0b0e99575e354139e85bdd7b28c53b66701a024e5a9bc67735cf7d95c8615dcf-10.raw,37,15,10.135135,0,214.86487,1449,39.162163,7950,214.86487,0,631,2810,40,666,661,92,594,113,160,229,42,78,42,0.028747434,0.05338809,0.028747434,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.10810811,0.054054055,0.16216215,138,389,221,26,24,116,0,120,88,0,8,Malware
Spyware-CWS-0b0e99575e354139e85bdd7b28c53b66701a024e5a9bc67735cf7d95c8615dcf-2.raw,38,15,10.710526,0,218.92105,1517,39.92105,8319,218.92105,0,638,2913,41,650,755,97,628,117,175,249,47,84,47,0.030070378,0.053742804,0.030070378,3,3,18,1.0,5,0,5,5,9,7,11,0.11627907,0.0,0.11627907,0.11627907,0.20930232,0.1627907,0.25581396,138,389,221,26,24,116,0,121,88,0,8,Malware
Spyware-CWS-0b0e99575e354139e85bdd7b28c53b66701a024e5a9bc67735cf7d95c8615dcf-3.raw,40,16,10.05,0,211.825,1580,39.5,8473,211.825,0,643,2957,43,664,732,101,637,123,179,257,46,85,46,0.028307691,0.05230769,0.028307691,3,3,18,1.0,4,0,4,4,8,6,10,0.09090909,0.0,0.09090909,0.09090909,0.18181819,0.13636364,0.22727273,138,389,221,26,24,116,0,121,88,0,8,Malware
Spyware-CWS-0b0e99575e354139e85bdd7b28c53b66701a024e5a9bc67735cf7d95c8615dcf-4.raw,39,16,9.948718,0,210.5641,1522,39.025642,8212,210.5641,0,640,2875,42,659,692,99,600,120,176,252,45,83,45,0.028772378,0.053069055,0.028772378,3,3,18,1.0,4,0,4,4,8,6,10,0.093023255,0.0,0.093023255,0.093023255,0.18604651,0.13953489,0.23255815,138,389,221,26,24,116,0,121,88,0,8,Malware
Spyware-CWS-0b0e99575e354139e85bdd7b28c53b66701a024e5a9bc67735cf7d95c8615dcf-5.raw,39,16,9.846154,0,210.15384,1522,39.025642,8196,210.15384,0,640,2869,42,659,682,99,600,120,176,252,45,83,45,0.028864658,0.053239256,0.028864658,3,3,18,1.0,4,0,4,4,8,6,10,0.093023255,0.0,0.093023255,0.093023255,0.18604651,0.13953489,0.23255815,138,389,221,26,24,116,0,121,88,0,8,Malware
Spyware-CWS-0b0e99575e354139e85bdd7b28c53b66701a024e5a9bc67735cf7d95c8615dcf-6.raw,38,15,9.894737,0,211.92105,1484,39.05263,8053,211.92105,0,637,2827,41,654,668,98,592,116,174,245,44,81,44,0.029062087,0.05350066,0.029062087,3,3,18,1.0,5,0,5,5,9,7,11,0.11627907,0.0,0.11627907,0.11627907,0.20930232,0.1627907,0.25581396,138,389,221,26,24,116,0,120,88,0,8,Malware
Spyware-CWS-0b0e99575e354139e85bdd7b28c53b66701a024e5a9bc67735cf7d95c8615dcf-7.raw,38,15,9.947369,0,212.1842,1487,39.13158,8063,212.1842,0,637,2832,41,654,671,98,592,116,174,247,44,81,44,0.02919708,0.05374917,0.02919708,3,3,18,1.0,5,0,5,5,9,7,11,0.11627907,0.0,0.11627907,0.11627907,0.20930232,0.1627907,0.25581396,138,389,221,26,24,116,0,120,88,0,8,Malware
Spyware-CWS-0b0e99575e354139e85bdd7b28c53b66701a024e5a9bc67735cf7d95c8615dcf-8.raw,38,15,10.105263,0,214.21053,1496,39.36842,8140,214.21053,0,641,2848,41,677,679,98,598,116,176,252,44,81,44,0.029062087,0.05350066,0.029062087,3,3,18,1.0,3,0,3,3,7,5,9,0.07317073,0.0,0.07317073,0.07317073,0.17073171,0.12195122,0.2195122,138,389,221,26,24,116,0,120,88,0,8,Malware
Spyware-CWS-0b0e99575e354139e85bdd7b28c53b66701a024e5a9bc67735cf7d95c8615dcf-9.raw,38,15,10.052631,0,213.6842,1496,39.36842,8120,213.6842,0,641,2848,41,677,677,98,598,116,176,250,44,81,44,0.029119788,0.053606883,0.029119788,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.10526316,0.05263158,0.15789473,138,389,221,26,24,116,0,120,88,0,8,Malware
Spyware-CWS-0b10e6d8fa82dbe7960dd5f44017b5722821332173c32a3fe278c0e2bafa16cc-1.raw,40,15,11.1,0,214.725,1561,39.025,8590,220.25641,0,638,3002,42,652,829,99,640,120,176,259,47,85,47,0.029265255,0.052926525,0.029265255,3,3,18,1.0,4,0,5,4,9,6,11,0.09090909,0.0,0.11363637,0.09090909,0.20454545,0.13636364,0.25,138,389,221,26,24,116,0,121,86,0,8,Malware
Spyware-CWS-0b10e6d8fa82dbe7960dd5f44017b5722821332173c32a3fe278c0e2bafa16cc-10.raw,37,15,10.054054,0,214.16216,1444,39.027027,7924,214.16216,0,624,2806,40,664,658,92,594,113,160,230,42,78,42,0.028846154,0.05357143,0.028846154,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.10810811,0.054054055,0.16216215,138,389,221,26,24,116,0,118,86,0,8,Malware
Spyware-CWS-0b10e6d8fa82dbe7960dd5f44017b5722821332173c32a3fe278c0e2bafa16cc-2.raw,39,15,10.641026,0,216.92308,1549,39.71795,8460,216.92308,0,638,2965,42,652,771,99,634,120,176,259,47,85,47,0.029467085,0.053291537,0.029467085,3,3,18,1.0,5,0,5,5,9,7,11,0.11363637,0.0,0.11363637,0.11363637,0.20454545,0.1590909,0.25,138,389,221,26,24,116,0,121,86,0,8,Malware
Spyware-CWS-0b10e6d8fa82dbe7960dd5f44017b5722821332173c32a3fe278c0e2bafa16cc-3.raw,41,16,10.073171,0,209.7317,1613,39.341465,8599,209.7317,0,641,3008,44,666,757,103,643,126,180,267,46,86,46,0.02774427,0.051869724,0.02774427,3,3,18,1.0,4,0,4,4,8,6,10,0.08888889,0.0,0.08888889,0.08888889,0.17777778,0.13333334,0.22222222,138,389,221,26,24,116,0,121,86,0,8,Malware
Spyware-CWS-0b10e6d8fa82dbe7960dd5f44017b5722821332173c32a3fe278c0e2bafa16cc-4.raw,41,16,9.585366,0,203.21951,1556,37.951218,8333,208.325,0,638,2926,43,661,707,101,606,123,177,262,45,84,45,0.028177833,0.05259862,0.028177833,3,3,18,1.0,4,0,5,4,9,6,11,0.08888889,0.0,0.11111111,0.08888889,0.2,0.13333334,0.24444444,138,389,221,26,24,116,0,121,86,0,8,Malware
Spyware-CWS-0b10e6d8fa82dbe7960dd5f44017b5722821332173c32a3fe278c0e2bafa16cc-5.raw,40,16,9.8,0,207.975,1555,38.875,8319,207.975,0,638,2916,43,661,700,101,606,123,177,262,45,84,45,0.028266331,0.05276382,0.028266331,3,3,18,1.0,5,0,5,5,9,7,11,0.11111111,0.0,0.11111111,0.11111111,0.2,0.15555556,0.24444444,138,389,221,26,24,116,0,121,86,0,8,Malware
Spyware-CWS-0b10e6d8fa82dbe7960dd5f44017b5722821332173c32a3fe278c0e2bafa16cc-6.raw,39,15,9.820513,0,209.79488,1520,38.974358,8182,209.79488,0,635,2881,42,656,686,100,598,119,175,257,44,82,44,0.028405422,0.052937377,0.028405422,3,3,18,1.0,6,0,6,6,10,8,12,0.13333334,0.0,0.13333334,0.13333334,0.22222222,0.17777778,0.26666668,138,389,221,26,24,116,0,120,86,0,8,Malware
